,Tweet_text,date,username,retweets,hashtags,uni_handle,compound,Sentiment
200,Bits pilani exam dates ,2020-06-01 00:44:45+00:00,BopanMayur,0,,0.0,0.0,Neutral
201,Mai currently Bits pilani mai hu next year graduate krunga,2020-05-31 09:22:43+00:00,debaloy_dey,0,,0.0,0.0,Neutral
202,"""I fell in love with a guy. Some time later I saw him giving a peck to some other guy in the college. It took me some days and I found out he was gay. I’m ruined."" -BITS Pilani",2020-05-31 09:19:58+00:00,FessionsBrown,0,,0.0,0.5423,Positive
203,BITS Pilani stands with IITG ,2020-05-30 19:05:33+00:00,depressedBITSi1,2,,0.0,0.0,Neutral
204,Name Shame Dame Fame,2020-05-30 15:45:35+00:00,RajeshChakram,0,,0.0,-0.0516,Negative
205,Any #psenti bitsians here ? @bitspilani.. Tweet your ID/ShiD..please RT guys ,2020-05-30 15:37:41+00:00,RajeshChakram,1,#psenti,0.0,0.0,Neutral
206,"Hai bhai i have been to IIT Roorkee, Delhi, BITS Pilani/Goa for hiring. Ab flight dikhani padegi ?",2020-05-30 14:57:02+00:00,indohighway,0,,0.0,0.0,Neutral
207,"The Birla Institute of Technology and Science (BITS), Pilani has announced the revised dates of the Birla Institute of Technology and Science Admission Test (BITSAT 2020) on its official website. The BITSAT 2020… https://www.instagram.com/p/CAzznMlMlwf/?igshid=1ktl6y7xqicgo",2020-05-30 10:57:49+00:00,AdvisorShiksha,0,,0.0,0.0,Neutral
208,"Innocent good looking face on Twitter, Professor at ISB, good person etc., not to be used as a reason to hide plagiarism, doesn't matter if you are from #IIT #ISB #NYU #BITSPilani building visibility by copying others work is BAD ",2020-05-29 13:54:32+00:00,T2SUF,0,#IIT #ISB #NYU #BITSPilani,0.0,0.2944,Positive
209,"I have sucked off this guy on campus. No one knows about it. The problem is that we have the same friend circle and I'm dating another guy in the group. I am scared that my boyfriend will find out about this little adventure of mine. Damn, won't dare to cheat again. -Bits Pilani",2020-05-29 13:50:06+00:00,FessionsBrown,0,,0.0,-0.7016,Negative
210,"BITSAT 2020 Exam Dates Announced; Check at Websites https://ift.tt/2zH12gf Birla Institute of Technology and Science (BITS), Pilani will conduct the Birla Institute of Technology and Science Admission Test (BITSAT) 2020 from August 6 to 10, 2020. Earlier, the BITSAT 2020 was…",2020-05-29 13:26:29+00:00,bes_online,0,,0.0,0.0,Neutral
211,The revised dates for #BITSAT-2020 are out!! Solve our Previous Year BITSAT Question Papers and perform well in the upcoming #test. #Practice here: https://bit.ly/3gCcPwQ #bitspilani #engineering #bitsat2020 #examnotification #education #exam #edtech #Online #onlineexams,2020-05-29 13:18:38+00:00,exambazaar,1,#BITSAT #test #Practice #bitspilani #engineering #bitsat2020 #examnotification #education #exam #edtech #Online #onlineexams,0.0,0.5399,Positive
212,Did this episode with Neel and his mum.Neel is a Chemical Engineer from BITS PILANI became a professional poker player ... https://youtu.be/atJWP8wAq44 via @YouTube .History in the making with an Indian parent featuring for the first time!,2020-05-29 12:18:11+00:00,Abhigoindi,0,,0.0,0.0,Neutral
213,BITS Pilani has announced the revised dates of the Birla Institute of Technology and Science Admission Test ,2020-05-29 07:18:04+00:00,htTweets,7,,0.0,0.0,Neutral
214,BITS Pilani has announced the new exam dates of BITSAT 2020. Read details here : https://educationasia.in/notice-details/bitsat-2020-exam-dates-announced-to-be-conducted-from-6th-august #BITSAT #Exams2020 #Careeradvice #CareerDevelopment #EducationNeverDies #examupdate #Students,2020-05-29 06:01:50+00:00,educationasia_i,0,#BITSAT #Exams2020 #Careeradvice #CareerDevelopment #EducationNeverDies #examupdate #Students,0.0,0.0,Neutral
215,#throwback Following the trend..... BITS ALUM &amp; BITS PILANI shashijangir08 wanna say something about bosm19 Koi na is baar mauka nai milega revenge lene ka..... @prnvrathore kuch yaad dilana chahenge… https://www.instagram.com/p/CAvx1-MFrNa/?igshid=1eqb8zcavgc5w,2020-05-28 21:25:24+00:00,ANANTKU63089114,0,#throwback,0.0,-0.5267,Negative
216,New Post!!! Follow the link provided BITS Pilani Goa Recruitment 2020 Junior Research Fellow Post ,2020-05-28 17:04:38+00:00,1stsarkari,0,,0.0,0.0,Neutral
217,Join live Faculty Development Programme on 'Social Entrepreneurship'. I will also address in sometime from now. #Ministry of HRD #Institute Innovation Council #BITSPilani #TISS,2020-05-28 05:53:51+00:00,SatyajitM111,2,#TISS,0.0,0.5859,Positive
218,BITSina Covid 19 Initiative #BITSPilani #BITSians #BITSAlumniRelations,2020-05-28 04:47:56+00:00,bitspilaniindia,2,#BITSPilani #BITSians #BITSAlumniRelations,1.0,0.0,Neutral
219,BITS Pilani Recruitment 2020 Junior Research Fellow Posts ,2020-05-28 03:48:19+00:00,ingovtnaukri,0,,0.0,0.0,Neutral
220,beta there will be choice between ray and wave agr waisa donkha nhi laga hota ajj tu BITS Pilani ma hota,2020-05-27 19:16:28+00:00,jasir_mukhtar,0,,0.0,0.0,Neutral
221,Sunsets are fine but ever woke up early to see a sunrise like this? Location: BITS Pilani Goa Campus ,2020-05-27 18:26:10+00:00,ItsSA7,0,,0.0,0.5647,Positive
222,"KIIT Alumni Live series with storyteller Mr. Dushyant Singh, KIIT Alumnus. He has performed at IIT Bombay, BITS Pilani &amp; NH7 weekender, to name a few. Catch Dushyant Singh live on 30th May at 5.30 PM on KIIT &amp; KIIT Alumni Assoc. Facebook pages @KIITUniversity @achyuta_samanta",2020-05-27 17:14:18+00:00,DrShyamsb,4,,0.0,0.0,Neutral
223,"Join @gauri_maulekhi live at 6 pm on 29th May for an Instagram Live session, as she interacts with students from BITS Pilani - Hyderabad. ",2020-05-27 15:58:05+00:00,PfaUttarakhand,8,,0.0,0.296,Positive
224,New Post!!! Follow the link provided BITS Pilani Goa Junior Research Fellow Online Form 2020 ,2020-05-27 13:24:56+00:00,1stsarkari,0,,0.0,0.0,Neutral
225,"BITS-APOGEE wishes @NASA @SpaceX for a successful Demo-2 Mission! We at APOGEE, BITS Pilani are thrilled for the beginning of this new era of Human Space Flights!! Good luck @AstroBehnken and @Astro_Doug #LaunchAmerica #CommercialCrew #DragonOnFalcon #SpaceXDragon",2020-05-27 13:11:15+00:00,BITSApogee,0,#LaunchAmerica #CommercialCrew #DragonOnFalcon #SpaceXDragon,1.0,0.9334,Positive
226,"@SaharanpurDm Dear Sir, I have to travel to my hometown, Jadoda jatt, Saharanpur from BITS, Pilani, Rajasthan urgently. How can I get the pass. Please help.",2020-05-27 08:54:44+00:00,preetipundir,0,,0.0,0.765,Positive
227,BITS Pilani Recruitment 2020 OUT – Apply Now - https://sarkariwork.in/bits-pilani/ BITS Pilani Recruitment 2020 OUT – Apply Now. The Education organization invites applications from eligible M.Tech-qualified candidates for JRF submission. The vacancy is in Electrical and Electronics ...,2020-05-27 06:49:41+00:00,bharatsarkarin2,0,,0.0,0.0,Neutral
228,"""So last night i had a dream that my college is taking online exams and in between the exams i am having a major panic attack (because obviously i didn't study) and on top of that my mom is shouting in the background ki aur ghuse rhe phone me 24/7"" -Bits pilani",2020-05-26 08:34:28+00:00,FessionsBrown,0,,0.0,-0.6335,Negative
229,"""I tried Coomeet. I wouldn't go free coz free levels are filled with fake shit. I paid for a day. And guess what, I jerked off together with a hot chick from Poland. Was worth it. So remember guys, to have the best fun, you need to pay. Free shit is useless."" -BITS,Pilani",2020-05-26 06:10:08+00:00,FessionsBrown,0,,0.0,-0.2505,Negative
230,"Please don't apply if you're not graduated from IIT/NIT/BITS Pilani or Tier one college #education is new caste system . Nothing against tier 1 college, but everyone deserve equal opportunities, best will shine itself.",2020-05-26 04:59:39+00:00,Deexa19,0,#education,0.0,0.8968,Positive
231,#Repost @dvm_bitspilani (@get_repost) ・・・ Oasis '19 Android App | The Design Concept Quick Breakdown of the Oasis '19 Android App for Designers and UI/UX Enthusiasts. Credits: @devansh_ag_ #Android #DarkApp #darktheme #darkUi #Neon #Noir #iOS #Blue #Purple #appdesign,2020-05-26 03:04:19+00:00,spanrig,0,#Repost #Android #DarkApp #darktheme #darkUi #Neon #Noir #iOS #Blue #Purple #appdesign,0.0,0.5994,Positive
232,"“If you are not belonging to IIT/NIT/BITS Pilani or Tier 1 college, don’t apply for it. You will be rejected.” It’s really disappointing to see this kind of discriminatory policies from recruiters and HR managers. College brand alone doesn’t equate to the quality of a person.",2020-05-26 02:53:30+00:00,M__D__H,3,,0.0,-0.6697,Negative
233,He is definitely one of the brightest civil servants in TN. BITS pilani plus HKS- where a good friend of mine was his classmate- He could have gone on to do exceptionally well in International organisations/ Pvt sector. @CMOTamilNadu should use ppl like him.,2020-05-25 16:47:29+00:00,dharanisalem,0,,0.0,0.9493,Positive
234,Immense clarity Rishab. Noticed your alma mater - BITS Pilani....,2020-05-25 14:29:57+00:00,Atmaprajnananda,0,,0.0,0.4019,Positive
235,"Joined the Conquest folks from BITS Pilani as a Product Management mentor. Conquest is an initiative by the Center for Entrepreneurial Leadership, BITS Pilani and is India’s First Student-Run Startup Accelerator. https://conquest.org.in/",2020-05-25 14:20:35+00:00,naveenathresh,0,,0.0,0.0,Neutral
236,Learn Google Ads from industry experts with Placement Assistance and Certification.A BITS Pilani Alumnus Initiative. Register Now for Free Demo: https://bit.ly/2ZeFtOk #googleads #Onlinegooglecourses #DigitalMarketing #digitalmarketingtips,2020-05-25 07:38:05+00:00,skills_learn,0,#googleads #Onlinegooglecourses #DigitalMarketing #digitalmarketingtips,0.0,0.5106,Positive
237,Dress how you wanted to be addressed. #Layyon #customized #tshirts #BITSPilani ,2020-05-25 06:28:57+00:00,IndiaLayyon,0,#Layyon #customized #tshirts #BITSPilani,0.0,0.0,Neutral
238,"A batch of BITS Pilani Alumni are Helping Migrant Families in Extreme Poverty, Rebuild Livelihoods ",2020-05-25 04:54:45+00:00,milaapdotorg,8,,0.0,-0.0591,Negative
239,"Dear Sir so much confusion and so many revised orders in 24 hours ,for an IAS officer that too a BITS Pilani grad does not augur well . The summary is there are too many ommission in orders, hope you were not missing the fact that these orders r 4 public",2020-05-25 02:44:22+00:00,gauravkgupta191,0,,0.0,0.4759,Positive
240,"BITS Pilani 2020 Birla Institute of Technology And Science,Pilani, abbreviated as BITS Pilani is a deemed http://university.It is a private,not-for-profit institute,mainly working in the fields of Education and Research.",2020-05-24 23:46:32+00:00,Jasleen91929220,0,,0.0,0.0,Neutral
241,BITSian COVID 19 Initiatives #BITSPilani #BITSians #BITSAlumniRelations,2020-05-24 17:23:19+00:00,bitspilaniindia,7,#BITSPilani #BITSians #BITSAlumniRelations,1.0,0.0,Neutral
242,"""I have always been a studious guy my whole life. Now I seriously like this girl in my college but I am afraid of talking to her. I wish I had invested some time in getting to know people."" -Bits Pilani",2020-05-24 15:32:05+00:00,FessionsBrown,0,,0.0,0.6059,Positive
243,"He has been invited to facilitate workshops for children at literature festivals in Bangalore, Kanpur, Jodhpur, Varanasi etc. He is an alumnus of Odin Teatret Laboratory (Denmark), SITI Theatre Company (New York) & BITS-Pilani.",2020-05-24 10:39:20+00:00,AttaGalatta,0,,0.0,0.3612,Positive
244,"Bringing Education 2.0 With the vision of transforming education, illumnus is a startup from IIT Bombay & BITS Pilani alumni. The core product is a B2B SaaS-based collaborative Learning Management Software (LMS) for premier academic institutes: #23HighNe https://funnding.com/pune-india-illumnus-raised-100k-funding-in-seed-round/",2020-05-23 18:42:58+00:00,start_yp,0,#23HighNe,0.0,0.25,Positive
245,"""After this lockdown is over, colleges should just give students a week off on the campus so that they can meet their friends in peace and chill tf out!"" -Bits Pilani",2020-05-23 16:31:35+00:00,FessionsBrown,0,,0.0,0.784,Positive
246,"Any one opting for M tech through Work Integrated Learning Programs (WILP) offered by BITS pilani or any other institute, beware it is not recognized and holds no value. @HRDMinistry",2020-05-23 09:05:43+00:00,abhishekmeshram,0,,0.0,-0.2584,Negative
247,"Enrollment at MNREGA and BITS Pilani goes together. While MNERGA created for lower caste people, BITS Pilani created for upper caste people. They know how to make poor people poorer and rich people richer.",2020-05-23 06:26:40+00:00,DhananjayBarsa3,0,,0.0,0.4939,Positive
248,"@BITS_Pilani 2000 batch has come together, a 20 year reunion with a purpose, to help migrant families severely affected by the pandemic. Please join us to contribute and help rebuild livelihoods. https://milaap.org/fundraisers/support-end-poverty-1 #almamater #help #MigrantWorkers @milaapdotorg",2020-05-22 17:49:53+00:00,StuetiG,0,#almamater #help #MigrantWorkers,0.0,0.836,Positive
249,BITSian COVID-19 Initiative Read More @https://bit.ly/2XgTp82 #BITSPilani #BITSians #BITSAlumniRelations,2020-05-22 15:07:03+00:00,bitspilaniindia,1,#BITSPilani #BITSians #BITSAlumniRelations,1.0,0.0,Neutral
250,"Join un on Saturday, May 23rd, 2020 at 6:00 PM. Platform: Cisco WebEx register @http://www.bit.ly/pluginWebinar #BITSPilani ",2020-05-22 14:59:54+00:00,bitspilaniindia,1,#BITSPilani,1.0,0.296,Positive
251,"Engineers have the best cul fests Best budget - Mood Indigo (IITB) Best quizzes - Saarang (IITM) Best culture - Oasis (BITS Pilani) Best critical acclaim - Incident (NITK) Best music - Spring fest (IITKGP) Non engineering cul fests like Cul-ah, Malhar, LeGala are also rans",2020-05-22 14:58:29+00:00,peeleraja,1,,0.0,0.9806,Positive
252,your son rocky (BITS pilani aspirant) is the one to blame and he should be sued.,2020-05-22 12:58:28+00:00,wormatwork,1,,0.0,-0.34,Negative
253,"@twilightsandhya openPR Breaking in Google News: BITS Pilani Alumnus Proud to be BITSian Padma Karri IFS Indian Diplomat - Second secretary, Embassy of India Washington DC USA ",2020-05-22 12:15:59+00:00,deannattu,0,,0.0,0.4767,Positive
254,"@BITSAA openPR Breaking in Google News: BITS Pilani Alumnus Proud to be BITSian Padma Karri IFS Indian Diplomat - Second secretary, Embassy of India Washington DC USA https://www.openpr.com/news/2055060/bits-pilani-alumnus-proud-to-be-bitsian-padma-karri-ifs-indian",2020-05-22 12:15:44+00:00,deannattu,0,,0.0,0.4767,Positive
255,"@WeAreRajasthan L openPR Breaking in Google News: BITS Pilani Alumnus Proud to be BITSian Padma Karri IFS Indian Diplomat - Second secretary, Embassy of India Washington DC USA https://www.openpr.com/news/2055060/bits-pilani-alumnus-proud-to-be-bitsian-padma-karri-ifs-indian",2020-05-22 12:15:24+00:00,deannattu,0,,0.0,0.7804,Positive
256,"@Padma_Karri openPR Breaking in Google News: BITS Pilani Alumnus Proud to be BITSian Padma Karri IFS Indian Diplomat - Second secretary, Embassy of India Washington DC USA https://www.openpr.com/news/2055060/bits-pilani-alumnus-proud-to-be-bitsian-padma-karri-ifs-indian",2020-05-22 12:14:56+00:00,deannattu,1,,0.0,0.4767,Positive
257,"openPR Breaking in Google News: BITS Pilani Alumnus Proud to be BITSian Padma Karri IFS Indian Diplomat - Second secretary, Embassy of India Washington DC USA https://www.openpr.com/news/2055060/bits-pilani-alumnus-proud-to-be-bitsian-padma-karri-ifs-indian",2020-05-22 12:13:43+00:00,deannattu,0,,0.0,0.4767,Positive
258,Many of my professor and fellow mates at BITS-Pilani was KP's.,2020-05-22 11:16:12+00:00,shanuabhi,0,,0.0,0.0,Neutral
259,"PERFORMANCE ANALYSIS OF A COMBINED CYCLE GAS TURBINE UNDER VARYING OPERATING CONDITIONS Dillip Kumar Mohanty*, Vijay Venkatesh BITS Pilani K K Birla Goa Campus, Zuari Nagar, Goa - 403726 https://airccse.com/meij/papers/1214meij02.pdf https://airccse.com/meij/current2014.html",2020-05-22 07:34:01+00:00,meijjournal,0,,0.0,0.0,Neutral
260,Mahendra has 160 acres. So they can easily scale up. They will grow like bits Pilani,2020-05-21 18:05:40+00:00,DexterousRd,0,,0.0,0.6326,Positive
261,"Well apparently a Bits pilani education, too much of celebrity status seeking and a lack of brain development would do that ma'am.",2020-05-21 17:22:04+00:00,achupichu_ambi,0,,0.0,-0.0516,Negative
262,BITS Pilani MBA Results 2020 announced @http://pilani.ac.in; Direct link here,2020-05-21 12:45:36+00:00,GetNewsd,0,,0.0,0.0,Neutral
263,Alumni Achievement Read More @https://bit.ly/3cTqqxy #BITSPilani #BITSians #BITSAlumniRelations,2020-05-21 10:57:39+00:00,bitspilaniindia,2,#BITSPilani #BITSians #BITSAlumniRelations,1.0,0.0,Neutral
264,"He is an alumnus of Odin Teatret Laboratory (Denmark), SITI Theatre Company (New York) & BITS-Pilani. Invited speaker at TEDx, Economic Times, recipient of Tata Scholar Awards &amp; BITSAA 30 under 30. 25-29th May '20. 4-6PM IST. Online. Limited participants. Contact:+91-9986994836",2020-05-21 10:33:20+00:00,AttaGalatta,1,,0.0,0.2732,Positive
265,https://www.ndtv.com/india-news/coronavirus-lockdown-airports-authority-aai-announces-sops-for-domestic-flights-aarogya-setu-app-compulsory-for-passengers-children-below-14-exempt-2232522 WHO CARES; TELANGANA OR TRS IS A SPONSOR OF TERRORISM; they openly go around threatening people; STOP ALL NONSENSE NEWS ABOUT LAWS; regulations; useless policies; if you have money; even they will sell TAJ MAHAL ; EDUCATION IS FOR SALE; BITS PILANI EXAMPLE,2020-05-21 06:24:33+00:00,raghavanramirez,0,,0.0,-0.9345,Negative
266,"Plz extend the dates for change of exam center of BITSAT. Because we will not be able to commute to our previously chosen exam center. Due to lockdown, we are held back to our homes, want to exam from there. #BITSpilani #BITSAT @bitspilaniindia",2020-05-20 13:22:12+00:00,Adityas0000,0,#BITSpilani #BITSAT,0.0,0.3182,Positive
267,Alumni Achievement Read More @https://bit.ly/2zdQXXY #BITSPilani #BITSians #BITSAlumniRelations,2020-05-20 09:31:39+00:00,bitspilaniindia,3,#BITSPilani #BITSians #BITSAlumniRelations,1.0,0.0,Neutral
268,Alumni Achievements Read More @https://bit.ly/2ZdLtqQ #BITSPilani #BITSians #BITSAlumniRelations,2020-05-20 09:28:49+00:00,bitspilaniindia,1,#BITSPilani #BITSians #BITSAlumniRelations,1.0,0.0,Neutral
269,Vedas as a new Educational Policy: Explained by Public Policy Club BITS Pilani ,2020-05-20 08:31:38+00:00,UdayMittal11,0,,0.0,0.0,Neutral
270,"RT Via: https://twitter.com/EnterTheHelix Our annual summer #internship with BITS - Pilani, K. K. Birla Goa Campus. The outbreak of #COVID19 is causing disruption to #education. But we opted for #elearning for effective delivery of",2020-05-20 05:10:34+00:00,IAM__Network,0,#internship #COVID19 #education #elearning,0.0,0.5267,Positive
271,"BITS Pilani style paneer maggi aka Pappu’s paneer maggi. Got this recipe from @Brajesh_Bajpai ‘s classmate and our friend anuhasan.india who got it directly from Pappu! I’ve never tasted the original myself, so a… https://www.instagram.com/p/CAYy4o6HhnA/?igshid=8yd6n5pv08wt",2020-05-19 23:11:56+00:00,karishmapais,0,,0.0,0.3674,Positive
272,3 Emotional Intelligence Strategies that will HELP YOU & YOUR Business Forever #criticalriver #BITSPilani #BITSians #BITSAlumniRelations #UCLAAlumni #UCLAAnderson #emotionalintelligence #Leadership,2020-05-19 19:08:27+00:00,AnjiMaram,1,#criticalriver #BITSPilani #BITSians #BITSAlumniRelations #UCLAAlumni #UCLAAnderson #emotionalintelligence #Leadership,0.0,0.7983,Positive
273,"Tarun and Pranav, brothers and both BITS Pilani engineers, have an unbelievable story to share. In-spite of facing multiple obstacles in their paths, they both cracked the @INSEAD MBA, together! Read on to know how – https://www.gyanone.com/two-brothers-bits-pilani-insead-mba/ #INSEAD #MBAAdmissions #SuccessStories",2020-05-19 13:06:40+00:00,Gyan_One,0,#INSEAD #MBAAdmissions #SuccessStories,0.0,0.1759,Positive
274,"Department of Civil Engineering organised a National Virtual Workshop on ""Scientific Article Writing"" on 11th May 2020 by Prof. A Vasan, Professor, BITS Pilani-Hyderabad Campus and Dr. Sri Kalyana Rama J, Professor, VBIT #DepartmentofCivilEngineering",2020-05-19 12:04:42+00:00,VBITHYD,2,#DepartmentofCivilEngineering,0.0,0.0,Neutral
275,"BITS-Pilani, Hyderabad Campus, Wanted Junior Research Fellow ",2020-05-19 07:12:16+00:00,princdurai,0,,0.0,0.0,Neutral
276,"Sir, I'm currently a sophomore at BITS Pilani and I can tell you that my peers and friends from other colleges get no usefull skill from classrooms. The only industry ready skills we get is in IT because of extensive software developement culture. There's nothing for hardware",2020-05-19 06:49:36+00:00,pradyumna_bang,0,,0.0,0.5267,Positive
277,JOB POST: JRF at BITS Pilani [Monthly Fellowship Rs. 31K]: Apply by June 15 ,2020-05-19 06:41:34+00:00,noticebard,0,,0.0,0.0,Neutral
278,I go to Shumpeterian View of Innovation. This is the time to re-emerge to find new feasible solutions and act fast. Let us support the large pool of young entrepreneurial talent to create a self dependent and stronger India. We need an economy with compassion. #tiss #bitspilani,2020-05-19 04:23:42+00:00,SatyajitM111,0,#tiss #bitspilani,0.0,0.9382,Positive
279,New Post!!! Follow the link provided BITS Pilani Hyderabad Recruitment 2020 JRF 3 Post ,2020-05-19 00:31:45+00:00,1stsarkari,0,,0.0,0.0,Neutral
280,PS: I have previously interned at IG Range Agra and am currently studying in BITS Pilani. This can be my small contribution to help our district fight COVID-19,2020-05-18 23:10:08+00:00,AryanAg15,0,,0.0,0.0258,Neutral
281,"Birla Institute of Technology & Science, Pilani, abbreviated as BITS Pilani is a deemed university. It is a private, not-for-profit institute, mainly working in the fields of Education and Research. https://stepupstudent.com/bits-pilani-2020/ #education #science #scienceeducation #research #college",2020-05-18 18:46:57+00:00,Mahima73159612,0,#education #science #scienceeducation #research #college,0.0,0.0,Neutral
282,"Hargun Oberoi (BITS Pilani | Cisco), shares his experience taking the #AI Foundations program at @univdotAI. Read the complete post on LinkedIn: http://ow.ly/K7eJ50zAMvH #datascience #machinelearning #data #artificialintelligence #python #bigdata #bangalore",2020-05-18 13:30:28+00:00,univdotAI,1,#AI #datascience #machinelearning #data #artificialintelligence #python #bigdata #bangalore,0.0,0.296,Positive
283,"Pilani Innovation & Entrepreneurship Development Society (PIEDS), BITS Pilani start-up incubator thanks Mr. Ajay Chaturvedi for sharing his insights with Incubatees. #BITSPilani #PIEDS",2020-05-18 11:50:58+00:00,bitspilaniindia,3,#BITSPilani #PIEDS,1.0,0.8074,Positive
284,New Post!!! Follow the link provided BITS Pilani Hyderabad JRF Post Online Form 2020 ,2020-05-18 11:24:17+00:00,1stsarkari,0,,0.0,0.0,Neutral
285,Learn Digital Marketing Online from Industry Experts with Placement Assistance and Certification. A BITS Pilani Alumnus Initiative. Register Now for Free Demo: https://bit.ly/2ZeFtOk #DigitalMarketing #onlinelearning #OnlineClasses,2020-05-18 08:49:52+00:00,skills_learn,1,#DigitalMarketing #onlinelearning #OnlineClasses,0.0,0.5106,Positive
286,"Our annual summer #internship with BITS - Pilani, K. K. Birla Goa Campus. The outbreak of #COVID19 is causing disruption to #education. But we opted for #elearning for effective delivery of education. #summerinternship #edtech #edutech #students #interns #internshipprogram",2020-05-18 08:42:12+00:00,EnterTheHelix,2,#internship #COVID19 #education #elearning #summerinternship #edtech #edutech #students #interns #internshipprogram,0.0,0.5267,Positive
287,"MNREGA and Amity University, Bennett University, BITS Pilani, Lovely University are two things that runs parallel in India.",2020-05-18 06:01:22+00:00,DhananjayBarsa3,0,,0.0,0.5859,Positive
288,Great teacher of Math with a fantastic swnse of humor. He along with Dr TSKV Iyer were Deputy directors at BITS Pilani and were responaible for taking BITS to great heights.,2020-05-18 01:27:37+00:00,SamRajappaa,0,,0.0,0.9313,Positive
289,"Outstanding Teacher: He used to teach Math when I was studying in BITS, Pilani. He was an outstanding teacher. Students of other teachers attended his classes and cut those of their own allotted teachers. Even I did a few times.",2020-05-17 20:38:55+00:00,HistoryCulture1,1,,0.0,0.7845,Positive
290,"Hello Sir, I along with a couple of my friends from BITS Pilani are building Closer - College Network (Think if Instagram and Tinder had a lovechild.) Can you help us in thinking through Product Market Fit and the Tech architecture? Thanks!",2020-05-17 19:00:59+00:00,pareshmukh,0,,0.0,0.8883,Positive
291,"I read the news(MT) that the Saibaba Temple Trust,Shirdi is ready to give Gold to the Central Government.Congratulations to the Sansthan for taking such a decision by dumping garbage economist who taught philosophy to ex CM @prithvrj.(BTech-Bits Pilani,MS California)(PMO)",2020-05-17 15:42:40+00:00,adesh_ugale,0,,0.0,0.0516,Positive
292,"The longer the lockdown, the higher will be the cut off for UPSC, JEE, NEET etc... BTW, BITS compree teaches us something opposite.. Lets see ..what happens! #lockdown #lockdownextension #UPSC #UPSCPrelims #BITS #PILANI",2020-05-17 15:20:01+00:00,imgovindkj,0,#lockdown #lockdownextension #UPSC #UPSCPrelims #BITS #PILANI,0.0,-0.3382,Negative
293,#BITSAT2020: BITS Pilani to open correction window,2020-05-17 15:15:16+00:00,BondaPrasad,0,#BITSAT2020,0.0,0.0,Neutral
294,What a reassuring BITS pilani trained idiots!! ,2020-05-17 14:40:15+00:00,orchid9,0,,0.0,0.508,Positive
295,"Hello World ! In the words of Stephen Wilson, I hope this is the start of something beautiful.. #firsttweet #first #helloworld #bitspilani",2020-05-17 14:06:24+00:00,imgovindkj,0,#firsttweet #first #helloworld #bitspilani,0.0,0.7959,Positive
296,"Our Poster ""Bilingual literacy effect on executive control"" presented at 3rd International Workshop of Society for Cognitive Science of Culture, February 2020 at BITS Pilani, Goa, India. #SCSC2020 @zenusabita2002 @falk_huettig",2020-05-17 13:23:41+00:00,LekhnathPathak,0,#SCSC2020,0.0,0.0,Neutral
297,"BITSAT Application Form Correction 2020 (Started) https://ift.tt/3690bAA BITSAT 2020 Application Form Correction Window Opens from 15 May BITSAT Application Form Correction 2020 – The Birla Institute of Technology and Science, BITS Pilani, has activated the window for correc…",2020-05-17 11:37:08+00:00,bes_online,0,,0.0,0.0,Neutral
298,"BITSAT 2020: BITS Pilani to open correction window The Birla Institute of Technology and Science, BITS Pilani, has activated the window for corrections in the application form. #bitsat #bitsat2020 #bitsatnotice https://www.examaware.com/bitsat-2020/",2020-05-17 08:26:51+00:00,Examaware,0,#bitsat #bitsat2020 #bitsatnotice,0.0,0.0,Neutral
299,"If you could help us in any way, it'd be great! We ourselves are college students from BITS Pilani, India. Our developer ID: bitscrush.ml@gmail.com Appleal ID: 4-7826000030803 Thanks! Also, would love for you to do our app's UX review sometime when you're free.",2020-05-17 05:07:22+00:00,pareshmukh,0,,0.0,0.957,Positive
300,"""My roomate doesn't smoke, and I wanted to badly. He asked me if he could get her girlfriend inside. We struck a deal, they happily fucked on his bed, while I smoked a J on mine."" -BITS Pilani",2020-05-16 18:08:51+00:00,FessionsBrown,0,,0.0,-0.7096,Negative
301,"That moment when you get your first citation! :) Although, I am not in that field anymore, it has surely given me a smile. Looking forward to contribute to my current the field of research- Battery Systems Engineering. #FirstCitation #Nitinol #ShapeMemoryAlloys #BITSPilani #BPHC",2020-05-16 17:50:25+00:00,shanthukumar98,0,#FirstCitation #Nitinol #ShapeMemoryAlloys #BITSPilani #BPHC,0.0,0.8268,Positive
302,"Hearty congratulations to #NCBStheory alumna, @VenkRamaswamy (@BITS_Pilani) for being named as a 2020 @Grass_Fellows, by the @grassfoundation. Wishing you all the best for your summer at @MBLScience in the future!",2020-05-16 07:28:05+00:00,NCBStheory,0,#NCBStheory,0.0,0.8832,Positive
303,"BITS Pilani has 4&amp; 5 years degree program in mechanical and Manufacturing Engineering but majority of kids passed out from this are selling products in eCommerce site or working as consultants in Big4, Dalberg, etc. I have personal experience. Hope thing will change now",2020-05-16 06:21:46+00:00,1Lavesh,2,,0.0,0.5927,Positive
304,"Don't underestimate him just because he made a mistake here. He is an engineer from BITS Pilani. Do some research on BITS, and don't get carried away with some idiots ranting in the media... BITS is an IIT Equivalent.",2020-05-15 17:49:25+00:00,strysh,0,,0.0,-0.1311,Negative
305,Tang? Chee. Tang is bits pilani if juice is iit,2020-05-15 15:32:56+00:00,mr_dush__t,0,,0.0,0.0,Neutral
