,Unnamed: 0,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers,compound,Sentiment,old_score,followers_n,engagement,sentiment_score
75,75,Indian-Institute-of-Technology-Madras-IITM,Did IIT Madras start an online bachelor's degree on programming and data science in 2020?,4,1,4/1,Yes,Followed,2020-07-02,https://www.quora.com/Did-IIT-Madras-start-an-online-bachelors-degree-on-programming-and-data-science-in-2020,"The application process will begin soon. But there will be a Qualifier Process beginning this October, and a Qualifier examination, and only after passing the Qualifier Examination can you apply for the actual Course which will be starting in January 2021. The exact dates are as given  So the actual Coursework will start only in 2021. ",0.0,Neutral,3,0.04597701149425287,1,3
76,76,Indian-Institute-of-Technology-Madras-IITM,Can a person get a job in product-based with an online BSc computer science degree from IITM?,6,1,6/1,Yes,Followed,2020-07-22,https://www.quora.com/Can-a-person-get-a-job-in-product-based-with-an-online-BSc-computer-science-degree-from-IITM,"There are many professionals who did the BTech degree from IITM after qualifying JEE and still didnt get a job in a product firm. Just like the BTech degree the online BSc is a great opportunity. What you do with it is upto you. What the IIT online program is giving you is an equal opportunity or platform to take full advantage of their content, expertise and university pedigree. But the efforts you have to put in to convert it into a job is humungous, believe me. Just attending the online program wont cut it. You have be proactive, take up projects, participate in competitions/hackathons, do online internships to make you eligible. Irrrespective of whether you are from the regular IIT batch or the online program, there is no free ride to get into a product firm because they look for logic and application skills. The one advantage you will have is the online education because IITM rolling out this course means everyone will respect the degree which is good. But to get a job is a completely different animal ! ",0.966,Positive,5,0.06896551724137931,1,5
77,77,Indian-Institute-of-Technology-Madras-IITM,Will the online B.Sc. in data science by IIT Madras be equivalent to bachelor's degrees? Will it be accepted for higher education?,4,2,4/2,No,Followed,2020-07-02,https://www.quora.com/Will-the-online-B-Sc-in-data-science-by-IIT-Madras-be-equivalent-to-bachelors-degrees-Will-it-be-accepted-for-higher-education,"There is a separate Industry Interaction Cell being set up as part of the online degree program to facilitate interactions of the industry with the learners in the program to encourage collaborations for internship and recruitment.The IIT - Madras Industry Interaction Cell will try to make internship / recruitment opportunities available to learners in Diploma or Degree Level only. Personally speaking don’t worry its IIT - Madras (big stuff actually) . The B.Sc degree (second degree apart from what ever course you are doing at your college) will act as power weapon ( BRAHMASTRA ). THANK YOU, PLEA Continue ReadingThere is a separate Industry Interaction Cell being set up as part of the online degree program to facilitate interactions of the industry with the learners in the program to encourage collaborations for internship and recruitment.The IIT - Madras Industry Interaction Cell will try to make internship / recruitment opportunities available to learners in Diploma or Degree Level only. Personally speaking don’t worry its IIT - Madras (big stuff actually) . The B.Sc degree (second degree apart from what ever course you are doing at your college) will act as power weapon ( BRAHMASTRA ). THANK YOU, PLEASE DO UPVOTE. ",0.9022,Positive,5,0.04597701149425287,1,5
78,78,Indian-Institute-of-Technology-Madras-IITM,Will the online B.Sc. in data science by IIT Madras be equivalent to bachelor's degrees? Will it be accepted for higher education?,4,2,4/2,No,Followed,2020-07-02,https://www.quora.com/Will-the-online-B-Sc-in-data-science-by-IIT-Madras-be-equivalent-to-bachelors-degrees-Will-it-be-accepted-for-higher-education,"the ‘B’ in BSc stands for Bachelor. so yes, it is a bachelors degree and it is being offered by IIT Madras which is one of the most reputed OF THE IITs themselves. so again, yes it will be definitely be accepted for higher education ",0.8826,Positive,5,0.04597701149425287,1,5
79,79,Indian-Institute-of-Technology-Madras-IITM,Is there any future in data science? Is getting a degree of data science from IIT Madras actually helpful? Will it help in the future in any way?,8,6,8/6,No,Followed,2020-07-02,https://www.quora.com/Is-there-any-future-in-data-science-Is-getting-a-degree-of-data-science-from-IIT-Madras-actually-helpful-Will-it-help-in-the-future-in-any-way,"This AtoAe’d to me, so I'll answer in paragraphs, each for each question. YES, data science has very bright future in India. As world is moving toward AI, India’s service based industry is going to hugely benefits from it. Not only large service sector companies but also product based companies and startup embracing AI and data science, which will creates dara science and AI jobs at various skills level. YES, IITM online degree is helpful in securing your first job provided that you match certain conditions listed below One of the major requirement of enrolling in IITM online degree is to enrolleContinue ReadingThis AtoAe’d to me, so I'll answer in paragraphs, each for each question. YES, data science has very bright future in India. As world is moving toward AI, India’s service based industry is going to hugely benefits from it. Not only large service sector companies but also product based companies and startup embracing AI and data science, which will creates dara science and AI jobs at various skills level. YES, IITM online degree is helpful in securing your first job provided that you match certain conditions listed below One of the major requirement of enrolling in IITM online degree is to enrolled in other bachelor degree. So if you plan to do IITM online degree than I suggest choose your other bachelor degree which compliment your online degree for e.g. BE/BTech CSE, EC, BSc Mathematics, statistics etc.Do your capstone project of your physical bachelor degree in ML, AI and data science. (This is far most important condition)Also, do several personal project in data science and its allied field.Even if your physical degree is not computer science or mathematics related for e.g. Mechanical engineering, you can still benefit from it provided that you fulfilled 2nd and 3rd condition.You cannot compare this online degree with MOOCs, as it is a degree and program outcome is vastly different and superior with more knowledge gained. Also its IIT Madras bachelor degree (itself carry weight) not just any other diploma. Neglect all others who are saying its not helpful, because they don't know anything. I am fully aware of IIT Madras and also this online degree since my friends are working toward it from past 6 months. This degree covers basics like line, quadratic equations to advance topics like graph theory and sql. Hope this answered you queries. ",0.9978,Positive,5,0.09195402298850575,1,5
80,80,Indian-Institute-of-Technology-Madras-IITM,Is there any future in data science? Is getting a degree of data science from IIT Madras actually helpful? Will it help in the future in any way?,8,6,8/6,No,Followed,2020-07-02,https://www.quora.com/Is-there-any-future-in-data-science-Is-getting-a-degree-of-data-science-from-IIT-Madras-actually-helpful-Will-it-help-in-the-future-in-any-way,"This correct answer is in Indian context: YES. This is the reason that you know the term called as Data Science.NO. Each Indian building which is selling Data Science degree is running a scam, because better quality guidance and MOOCs can be obtained for free from web. Since NO Indian building employs real data scientists hence it would become impossible for any Indian building to produce any skilled-employable data scientist. This is the reason that negligible data science happens in India.NO. It would not. There is infinite demand of highly skilled data scientists in all the developed countriContinue ReadingThis correct answer is in Indian context: YES. This is the reason that you know the term called as Data Science.NO. Each Indian building which is selling Data Science degree is running a scam, because better quality guidance and MOOCs can be obtained for free from web. Since NO Indian building employs real data scientists hence it would become impossible for any Indian building to produce any skilled-employable data scientist. This is the reason that negligible data science happens in India.NO. It would not. There is infinite demand of highly skilled data scientists in all the developed countries of the world, even without any school or college degrees, who have devoted 5–7 years of their lives in computer programming practice through this way: Praveen Kumar Singh's post in Computer engg. researchIt took me 10 years of research to write this answer. ",0.7717,Positive,5,0.09195402298850575,1,5
81,81,Indian-Institute-of-Technology-Madras-IITM,Is it worth doing an IIT Madras online BSc course in programming and data science? What are some profits of doing this course?,9,1,9/1,Yes,Followed,2020-07-02,https://www.quora.com/Is-it-worth-doing-an-IIT-Madras-online-BSc-course-in-programming-and-data-science-What-are-some-profits-of-doing-this-course,I have already answered a similar question correctly: Praveen Kumar Singh's answer to Is there any future in data science? Is getting a degree of data science from IIT Madras actually helpful? Will it help in the future in any way? ,0.7219,Positive,5,0.10344827586206896,1,5
82,82,Indian-Institute-of-Technology-Madras-IITM,"IIT-Madras launches online diploma, BSc in programming and data science, admission without JEE. So how will they select students?",1,4,1/4,No,Followed,2020-07-01,https://www.quora.com/IIT-Madras-launches-online-diploma-BSc-in-programming-and-data-science-admission-without-JEE-So-how-will-they-select-students,"There's going to be a qualifier Examination  The dates for qualifier exam are as such, given in the brochure  ",0.0,Neutral,3,0.011494252873563218,0,3
83,83,Indian-Institute-of-Technology-Madras-IITM,"IIT-Madras launches online diploma, BSc in programming and data science, admission without JEE. So how will they select students?",1,4,1/4,No,Followed,2020-07-01,https://www.quora.com/IIT-Madras-launches-online-diploma-BSc-in-programming-and-data-science-admission-without-JEE-So-how-will-they-select-students,The admission process goes without JEE. Candidate required to clear a qualifier exam with minimum percentage as notified by IITM. Once the candidate clears he/she is eligible for admission. The detailed procedure is provided at www.onlinedegree.iitm.ac.in ,0.4404,Positive,4,0.011494252873563218,0,4
84,84,Indian-Institute-of-Technology-Madras-IITM,How will the online course B.Sc Data Science launched by IIT Madras helpful to the future of the students?,10,2,10/2,Yes,Followed,2020-07-08,https://www.quora.com/How-will-the-online-course-B-Sc-Data-Science-launched-by-IIT-Madras-helpful-to-the-future-of-the-students,"Hopefully yes and it is a good step. Why? Because every year we are hearing some students’ suicide news because of the JEE exam pressure or failure. Even if you can’t get into IITs still you have a chance to learn from it and get an IITian tag. A candidate who completes this course becomes an alumni of IIT Madras. I believe other IITs & prominent universities of India will soon follow this footstep. The revolution in an online education system of India is already begun. When many reputed and world class universities like GaTech, UMich, UIUC, UT Austin, UPenn, Purdue, ASU, Imperial etc have alre Continue ReadingHopefully yes and it is a good step. Why? Because every year we are hearing some students’ suicide news because of the JEE exam pressure or failure. Even if you can’t get into IITs still you have a chance to learn from it and get an IITian tag. A candidate who completes this course becomes an alumni of IIT Madras. I believe other IITs & prominent universities of India will soon follow this footstep. The revolution in an online education system of India is already begun. When many reputed and world class universities like GaTech, UMich, UIUC, UT Austin, UPenn, Purdue, ASU, Imperial etc have already started offering their some of the MS programs online via Coursera, Edx etc, I am always wondering why the universities of India are not doing the same thing. Of course, some reputed universities like BITS Pilani, IIIT Bangalore etc are offering Post Graduate Diploma, MS or M.Tech programs through their own platforms or via making collaboration with UpGrad etc. But none of them are like their flagship programs. But this covid pandemic is changing the education system everywhere and especially in India where some of the eminent institutes like some IITs are going to conduct their academic session completely online this year. But the most important is recently IIT Madras declared they are starting world’s first online B. Sc Degree program in Programming and Data Science and they don’t need to appear for JEE. Though at present some details of a program are still unknown like its credibility or acceptance for higher education like pursuing masters in the abroad or India. This is what I find out after I googled about it: A program with two entry and three exit points, it has the capacity to enroll over 2,50,000 students, with no geographical or age restrictions. (Though I am skeptical about this number and wonder the usefulness of producing this many data science graduates in current market.) The applicants are only mandated to have passed class XII in a stream that includes English and Mathematics. Even college dropout student can also pursue this one. So in my opinion, this online B. Sc Data science course is definitely going to help future students but how much impactful that only the future can tell us.  ",0.9821,Positive,5,0.11494252873563218,1,5
85,85,Indian-Institute-of-Technology-Madras-IITM,How will the online course B.Sc Data Science launched by IIT Madras helpful to the future of the students?,10,2,10/2,Yes,Followed,2020-07-08,https://www.quora.com/How-will-the-online-course-B-Sc-Data-Science-launched-by-IIT-Madras-helpful-to-the-future-of-the-students,"Yes, don't underestimate it's worth, jobwise also it's good. ",0.7024,Positive,5,0.11494252873563218,1,5
86,86,Indian-Institute-of-Technology-Madras-IITM,Should I (graduating high school in 2020 and hopefully qualifying IIT) take online courses offered by IITM in data science and programming?,1,9,1/9,No,Followed,2020-07-01,https://www.quora.com/Should-I-graduating-high-school-in-2020-and-hopefully-qualifying-IIT-take-online-courses-offered-by-IITM-in-data-science-and-programming,"First of all, you have ask yourself, why do you want to take IITM online degree (its not a course)? Is it because of IIT degree or you have genuine interest in data science and programming? If it is first, then, don't do it. It will not serve any purpose apart from some CV points, you'll just complete the course for the sake of it. One more requirement is to enroll in bachelor program. So, at point of time you have study at physical university, and if your bachelor doesn't compliment the IITM BSc (for e.g. BA literature or po sci), it will not help much. Online degree is very big commitment (me Continue ReadingFirst of all, you have ask yourself, why do you want to take IITM online degree (its not a course)? Is it because of IIT degree or you have genuine interest in data science and programming? If it is first, then, don't do it. It will not serve any purpose apart from some CV points, you'll just complete the course for the sake of it. One more requirement is to enroll in bachelor program. So, at point of time you have study at physical university, and if your bachelor doesn't compliment the IITM BSc (for e.g. BA literature or po sci), it will not help much. Online degree is very big commitment (mentally, financially and time), you can research about dropout from online courses in coursera, nptel etc. And if it is second, then, by mean do it. Also, I advice that you to do bachelor degree which compliment your IITM BSc, for e.g. BE/BTech CSE, IT, EC and EE or BSc Mathematics and many others. Anyway, If you will study at IIT, you don't need to take online degree. You'll learn directly from the faculties at IIT (either auditing or crediting). ",0.2943,Positive,4,0.011494252873563218,0,4
87,87,Indian-Institute-of-Technology-Madras-IITM,Should I (graduating high school in 2020 and hopefully qualifying IIT) take online courses offered by IITM in data science and programming?,1,9,1/9,No,Followed,2020-07-01,https://www.quora.com/Should-I-graduating-high-school-in-2020-and-hopefully-qualifying-IIT-take-online-courses-offered-by-IITM-in-data-science-and-programming,"In my opinion, physical courses are better than online ones. So if you get into an IIT, you can simply take physical courses instead. Even otherwise, if the non-IIT college you attend has good courses in these subjects then you do not need to take online classes. Lastly, in case neither of the two options are open to you, the BSc degree from IITM should be a valuable addition to your profile and knowledge. ",0.836,Positive,5,0.011494252873563218,0,5
88,88,Indian-Institute-of-Technology-Madras-IITM,Should I do an online BSc data science and programming course from IIT Madras? Will I get placement after it?,4,3,4/3,No,Followed,2020-07-05,https://www.quora.com/Should-I-do-an-online-BSc-data-science-and-programming-course-from-IIT-Madras-Will-I-get-placement-after-it,"It was just released a couple of days back , so not even a batch of students have successfully completed the course . How would anyone know whether the course is good or not , helpful or not and whether it will help you in placements etc ? Though IIT Madras was the first one to offer a data science degree among all IITs and this started some 4–5 years ago .The placements this year for data science was really good and many students bagged good/decent packages as data scientist in big/good enough companies. And the teacher that would teach this course is also quite good . He's a respected CS teach Continue ReadingIt was just released a couple of days back , so not even a batch of students have successfully completed the course . How would anyone know whether the course is good or not , helpful or not and whether it will help you in placements etc ? Though IIT Madras was the first one to offer a data science degree among all IITs and this started some 4–5 years ago .The placements this year for data science was really good and many students bagged good/decent packages as data scientist in big/good enough companies. And the teacher that would teach this course is also quite good . He's a respected CS teacher in IIT Madras. So I would suggest you to go for it and I think this will definitely benefit you. ",0.9891,Positive,5,0.04597701149425287,1,5
89,89,Indian-Institute-of-Technology-Madras-IITM,Should I do an online BSc data science and programming course from IIT Madras? Will I get placement after it?,4,3,4/3,No,Followed,2020-07-05,https://www.quora.com/Should-I-do-an-online-BSc-data-science-and-programming-course-from-IIT-Madras-Will-I-get-placement-after-it,"No, just simply doing a course will not fetch you a job. You will have to skillful to get a job. Yes this course might be helpful to helpful with you skills, but it's upto you to get a job, a course can't do that. So yes, do the course, make projects, improve your learning, show efforts, then you will get a job. ",0.9222,Positive,5,0.04597701149425287,1,5
90,90,Indian-Institute-of-Technology-Madras-IITM,What are your views about the online diploma/degree program which was recently announced by IIT Madras?,1,2,1/2,No,Followed,2020-07-01,https://www.quora.com/What-are-your-views-about-the-online-diploma-degree-program-which-was-recently-announced-by-IIT-Madras,"There are already a lot of free online courses and lectures available in the mentioned field of study. And if you want to study them, you can but you must have some amount of dedication and persistence in your efforts to learn them completely. I have seen people do it. Employers these days don’t care whether you have a degree. They want you to get the job done which means you’re skills are important. Just get the skills from anywhere and showcase it by writing blogs and do some projects relating to that skill. Post it in your blogs, link it to your LinkedIn profile, widen your network. This wi Continue ReadingThere are already a lot of free online courses and lectures available in the mentioned field of study. And if you want to study them, you can but you must have some amount of dedication and persistence in your efforts to learn them completely. I have seen people do it. Employers these days don’t care whether you have a degree. They want you to get the job done which means you’re skills are important. Just get the skills from anywhere and showcase it by writing blogs and do some projects relating to that skill. Post it in your blogs, link it to your LinkedIn profile, widen your network. This will get you interview calls. A simple search on your favourite search engine regarding this would help you figure this out. Once you get into the interview room your skills will play the most important role in whether you are going to walk out with a job or not. if you cannot manage discipline and want someone to behind you to make you study or you are relying on your own guilt of paying money and wasting it, to make you study, then this online course will be very good. If not done seriously, you might take far more than just three years to complete the degree and get skilled which is a lot longer than what you can manage if you can selectively pick the areas you want to study and start learning diligently. Of course if you are an undergrad drop out and is working somewhere with no proper mathematical background, this degree program would be excellent for those people. They would be taken into the discipline step by step in a very methodical manner. It will be very beneficial for them. ",0.9901,Positive,5,0.011494252873563218,0,5
91,91,Indian-Institute-of-Technology-Madras-IITM,What are your views about the online diploma/degree program which was recently announced by IIT Madras?,1,2,1/2,No,Followed,2020-07-01,https://www.quora.com/What-are-your-views-about-the-online-diploma-degree-program-which-was-recently-announced-by-IIT-Madras,"Its little bit mess buddy. If degree like management, marketing, business, etc , non technical studies online will be good, but techinical degrees need to be thaught in offline mode only. Although we can also able to learn techinical studies online. But still techinical needs live practice. This problem has to be sorted out. ",-0.5925,Negative,2,0.011494252873563218,0,2
92,92,Indian-Institute-of-Technology-Madras-IITM,Will it be worth taking an IITM online BSc degree in programming and data science for better placement opportunities? I already hold a BE degree in electrical engineering from a state government college.,5,1,5/1,Yes,Followed,2020-07-04,https://www.quora.com/Will-it-be-worth-taking-an-IITM-online-BSc-degree-in-programming-and-data-science-for-better-placement-opportunities-I-already-hold-a-BE-degree-in-electrical-engineering-from-a-state-government-college,"In my opinion, the brand value added by the IIT tag can be quite important during a job hunt. However, the BSc degree from IITM is a 3 year commitment at the least, so you probably not depend upon it for finding a job right now. Instead you can use it if you wish to change careers and move into Programming and Data Science. This program seems to be ideal for people wishing to move into a P/DS role or those wanting to obtain two degrees - one from a physical college and one from IITM ",0.92,Positive,5,0.05747126436781609,1,5
93,93,Indian-Institute-of-Technology-Madras-IITM,What are the pros and cons for me for doing a BSc degree program in programming and data science that is recently announced under IITM online? I am a final year mechanical student.,3,2,3/2,No,Followed,2020-07-01,https://www.quora.com/What-are-the-pros-and-cons-for-me-for-doing-a-BSc-degree-program-in-programming-and-data-science-that-is-recently-announced-under-IITM-online-I-am-a-final-year-mechanical-student,"Hello, as a mechanical graduate you have explored in a area which is a way to touch and feel the machine, a system and it's concepts which derived it as a consecutive process! Pros 1.You will be able to completely learn the data science and it's a good chance for your startup as you will have a better idea in both disciplines 2. Online course in IITM is also a better advantage for your BSc programme, they clear all the sessions with queries 3. You will have more knowledge in a new area Cons You cannot be back to pure mechanical engineering works.Mechanical engineering is vast area if you have explorContinue ReadingHello, as a mechanical graduate you have explored in a area which is a way to touch and feel the machine, a system and it's concepts which derived it as a consecutive process! Pros 1.You will be able to completely learn the data science and it's a good chance for your startup as you will have a better idea in both disciplines 2. Online course in IITM is also a better advantage for your BSc programme, they clear all the sessions with queries 3. You will have more knowledge in a new area Cons You cannot be back to pure mechanical engineering works.Mechanical engineering is vast area if you have explored all corners of this discipline, then it's difficult for you to cope with a new discipline!!",0.9783,Positive,5,0.034482758620689655,1,5
94,94,Indian-Institute-of-Technology-Madras-IITM,What are the pros and cons for me for doing a BSc degree program in programming and data science that is recently announced under IITM online? I am a final year mechanical student.,3,2,3/2,No,Followed,2020-07-01,https://www.quora.com/What-are-the-pros-and-cons-for-me-for-doing-a-BSc-degree-program-in-programming-and-data-science-that-is-recently-announced-under-IITM-online-I-am-a-final-year-mechanical-student,"I do not know which college you are studying, but surprised that you are not doing even preliminary assessment, and asking others to do it for you. I am sure you can see curriculum on IIT M website, and what you have studied and your own plans, and how it will suit you. With that if you ask for advice it will be really useful. I am sorry to say employers are looking for people who think, and willing to take responsibility. If you are the type who will do what is told, then employers will be reluctant too give responsibility. This approach and attitude should have come through internships in indust Continue ReadingI do not know which college you are studying, but surprised that you are not doing even preliminary assessment, and asking others to do it for you. I am sure you can see curriculum on IIT M website, and what you have studied and your own plans, and how it will suit you. With that if you ask for advice it will be really useful. I am sorry to say employers are looking for people who think, and willing to take responsibility. If you are the type who will do what is told, then employers will be reluctant too give responsibility. This approach and attitude should have come through internships in industry if you did that. Duration of course, its cost etc are all relevant. ",0.9228,Positive,5,0.034482758620689655,1,5
95,95,Indian-Institute-of-Technology-Madras-IITM,Can I register for IIT Madras online diploma in programming and data science if I am currently in Class 12 session 2020-21?,3,1,3/1,No,Followed,2020-07-02,https://www.quora.com/Can-I-register-for-IIT-Madras-online-diploma-in-programming-and-data-science-if-I-am-currently-in-Class-12-session-2020-21,"No, you cannot. The candidate should have completed their 12th, and must have enrolled in a Bachelor's or completed/dropped out of it. They are also allowing students of Class 12 who completed it this year (2019–2020 session) provided they are enrolled in a Bachelors program by the start of the course. That's the minimum criteria this year. ",0.0,Neutral,3,0.034482758620689655,1,3
96,96,Indian-Institute-of-Technology-Madras-IITM,What is the fee of an IIT Madras online BSc degree in data science and programming?,2,1,2/1,No,Followed,2020-06-30,https://www.quora.com/What-is-the-fee-of-an-IIT-Madras-online-BSc-degree-in-data-science-and-programming,As given in the brochure  50 percent exemption for learners belonging to SC/ST/PwD category.75 percent exemption for learners belonging to both PwD and SC/ST category,0.0,Neutral,3,0.022988505747126436,1,3
97,97,Indian-Institute-of-Technology-Madras-IITM,Who can join the IIT Madras online BSc degree in data science and programming?,15,2,15/2,Yes,Followed,2020-07-07,https://www.quora.com/Who-can-join-the-IIT-Madras-online-BSc-degree-in-data-science-and-programming,"Anyone one who has completed 12th is eligible to apply till 15th september, Selection Procedure: You will be given 4 weeks of lectures and assignments, those who got a minimum marks in assignments will qualify to write a offline exam(based on lectures of 4 weeks), those securing 50 percent or more will get registered for the program. Fees: 34k+110k+100k=242k +3k(admission fee) Total: Rs 247,000/- Also enquire if placement facility is available or not. ",0.2023,Positive,4,0.1724137931034483,1,5
98,98,Indian-Institute-of-Technology-Madras-IITM,Who can join the IIT Madras online BSc degree in data science and programming?,15,2,15/2,Yes,Followed,2020-07-07,https://www.quora.com/Who-can-join-the-IIT-Madras-online-BSc-degree-in-data-science-and-programming,"As of now, no details have been provided for Diploma Only entry admission procedure, except that it's mainly aimed at working professionals, and the applications for this will open in 2021. For admission through Regular Entry, as per brochure, the eligibility details are  ",-0.296,Negative,2,0.1724137931034483,1,1
99,99,Indian-Institute-of-Technology-Madras-IITM,What are the online diplomas or degree level courses launched by IITM?,2,1,2/1,No,Followed,2020-06-30,https://www.quora.com/What-are-the-online-diplomas-or-degree-level-courses-launched-by-IITM,"I’m not sure about diploma courses, but recently the below news caught media attention. I presume most people are well aware of the impact Data Science is creating in helping business management make strategic decisions. In the wake of the currently going (writing on July 2020) pandemic onslaught on business operations where massive layoffs happen, Data Science can be a game changer. In keeping with the current needs as a first step in online degrees, IIT Madras (NPTEL’s parent) launched the online BSc Degree on June 30, 2020 to democratize learning Data Science. This is a unique offering by the Indian government to elevate the e-learning experience to the next level not just because of it’s importance but making sure that people who may not have proper access to be able to learn and get them. Eligibility To quote from it’s description on eligibility A person can work towards an undergraduate degree/diploma from an IIT regardless of age or location, and with a wide range of academic backgrounds. To get enrolled, a candidate must have studied mathematics and English in class 10 and should have cleared class 12 or equivalent. This sums up the eligibility to a level where learners even without a JEE score can start using this opportunity. Exams As usual, the exams mostly shall be proctored, meaning may have to sit in an exam center to complete the course. More instructions will be available in NPTEL’s webpage (Nptel, online courses and certification, Learn for free) soon. Exam Centers: They may be experimenting with online proctor also to make sure it gets to people at their homes. But even exam centers are mostly accessible all over India. For further info you can contact : support@nptel.iitm.ac.in or (044) 2257 5905 ; (044) 2257 5908 (Pandemic situation can see phone calls being unanswered sometimes, they will resume after things get normal) Source : IIT-Madras launches online BSc degree in data science ",0.9808,Positive,5,0.022988505747126436,1,5
100,100,Indian-Institute-of-Technology-Madras-IITM,What are your thoughts on IIT Madras offering a bachelor’s degree/diploma online?,3,3,3/3,No,Followed,2020-06-30,https://www.quora.com/What-are-your-thoughts-on-IIT-Madras-offering-a-bachelor-s-degree-diploma-online,"By the looks of it , it is promising getting a degree from bachelor’s IITM degree/diploma online for 3lakhs without JEE mains with which one thing you can leverage is that if you enroll in a program, even online, you can be ""eligible"" for internships! is steal deal especially for those in tier 3/4 college because they dont have placements,internships or any facilities . And such initiative was necessary to be taken in Tamil Nadu where there are so many fake ANNA AFFILIATED colleges(shops) like Mohmmed satak/Dhaanish ahmed College of Engineering college ect which are actually detrimental to onc Continue ReadingBy the looks of it , it is promising getting a degree from bachelor’s IITM degree/diploma online for 3lakhs without JEE mains with which one thing you can leverage is that if you enroll in a program, even online, you can be ""eligible"" for internships! is steal deal especially for those in tier 3/4 college because they dont have placements,internships or any facilities . And such initiative was necessary to be taken in Tamil Nadu where there are so many fake ANNA AFFILIATED colleges(shops) like Mohmmed satak/Dhaanish ahmed College of Engineering college ect which are actually detrimental to once creativity and very stressful .  Its a jail on campus! dont take my world for it , this was published on Hindustan times How come almost all the engineering branches taught in all the developed countries have internships or research internship opportunities, but in India even the computer engineering internship culture is not developed ? Why is it so ? There is a heavy industry-academia integration in all the developed countries. The professors in the engineering colleges of the developed countries(like Germany, USA etc) are paid by the industry to carryout research for the industry with the help of the present students of the engineering college. So, the formality of taking the engineering semester exams are fulfilled by all the engineering students, but 90% if the brain-time by the engineering professors and engineering students in the developed countries is devoted to the engineering research. So, if these engineering students are not able to become a good researcher, all such engineering students become engineers in the industry, because majority of such engineering students have proper research experience which can only be done if the engineering concepts are clearer. The engineering colleges in all the developed countries is funded by the government and the industry and they can buy any instrument to gain the recent skills in demand by making use of that instrument.Now zoom the image below carefully. The image is about he NASA engineers celebrating about the successful landing of the Curiosity rover on Mars planet. Read carefully the the engraving on the wall of the room. It reads “Jet Propulsion Laboratory California Institute of Technology”. This means that this is the lab of CalTech. The similar integration is there in all the engineering institutions of all the developed countries of the world.  (CREDITS PRAVEEN KUMAR SHING) So How to make the tier 3/4 colleges great in india? You cannot do anything because Indian engineering curriculum is 40 years old. To update the Indian engineering curriculum with updated equipment and imported professors Indian govt shall have to spend about 2 lakh crores of Indian rupees, per college in India. Which is the complete education budget for Indian for one year. Please try to understand Data structures and algorithms are the heart and Brain of computer science and the students who know these things are 99% of the times from IIT,IIIT,NIT ,Government and BITS engineering colleges Gaining skills and directly trying to get a computer engineering job, even without going to any school or college is more recommended(Google & 14 More Companies That No Longer Require a Degree )but thats not that in india mostly . Here gaining skills means improving your topcoder-github and kaggle performances. This link proves my point:This Is Why Interns Are Banned At Netflix Well here are a few alternatives:- Best Online Bachelor’s in Computer Science 2020 University of Florida is #1 on here and has a very strong online program. University of Illinois Springfield - https://csc.uis.edu Florida State University - https://distance.fsu.edu/students/computer-science-bs If you already have a Bachelors Degree, you can also look into Oregon State's Online BS Computer Science for Baccalaureates: Computer Science – Undergraduate Degrees Online – Online & Distance Degrees Additionally, Arizona State University (ASU) has online CS degrees: All Online Degree Programs Make SURE that whatever degree you pursue is accredited. This is a list of accredited online degrees: List of Accredited Online Colleges & Universities This is the US Department of Education’s official list of accredited universities: DAPIP ABET is an organization that accredits engineering and science programs that meet a certain degree of quality and trustworthiness. They accredit these online degrees: Find Programs | ABET The open university is a UK government backed online university that can be undertaken at home. They have international accreditation and are open to international students taking the course in their home country. The Open University Computer Science Degree | Online Computer Science BS | Franklin.edu
WGU's new program ",0.9979,Positive,5,0.034482758620689655,1,5
101,101,Indian-Institute-of-Technology-Madras-IITM,What are your thoughts on IIT Madras offering a bachelor’s degree/diploma online?,3,3,3/3,No,Followed,2020-06-30,https://www.quora.com/What-are-your-thoughts-on-IIT-Madras-offering-a-bachelor-s-degree-diploma-online,"Depends on what subject they plan to do this. If it related to technology, then it is a very bad idea. Technology can’t be learned only thru books or by audio/video, it requires hands-on exposure to what is taught thru the books. It will be like learning cycling by reading a book and claiming to know cycling. The results will be evident when the actual time to ride a cycle comes. ",-0.3167,Negative,2,0.034482758620689655,1,1
102,102,Indian-Institute-of-Technology-Madras-IITM,Does IIT Madras provide separate food for gym-going students?,1,3,1/3,No,Followed,2020-06-29,https://www.quora.com/Does-IIT-Madras-provide-separate-food-for-gym-going-students,No they do not provide “separate” food for gym goers. But there are provisions to opt for eggs and non-veg food if you want that extra protein that you are looking for. But this should be spent at an extra cost apart from the usual mess amount that you will be paying for. ,-0.5267,Negative,2,0.011494252873563218,0,2
103,103,Indian-Institute-of-Technology-Madras-IITM,Does IIT Madras provide separate food for gym-going students?,1,3,1/3,No,Followed,2020-06-29,https://www.quora.com/Does-IIT-Madras-provide-separate-food-for-gym-going-students,Gym in IIT is not for body building but for maintaining a healthy body after hours of study. So maintain a healthy body with healthy food. ,0.901,Positive,5,0.011494252873563218,0,5
