,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers
694,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Should I go for IIT BHU for ceramic engineering or BITS Pilani for mechanical engineering? I also intend to do an MBA in the future.,3,4,3/4,No,Followed,2019-07-06,https://www.quora.com/Should-I-go-for-IIT-BHU-for-ceramic-engineering-or-BITS-Pilani-for-mechanical-engineering-I-also-intend-to-do-an-MBA-in-the-future,"Thanks for the A2A. Both are highly reputed colleges; however, as a branch perception, mechanical is better than ceramic. But core jobs are anyway less, and not many students are interested in it. And as you have mentioned, you want to go for an MBA later on, IIT(BHU) Ceramic can be considered as an option. You get the IIT tag too, that might help in GMAT for foreign applications. BITS will be heavy on fees. Regarding Ceramics you can visit: Ceramic Engineering at IIT Varanasi. The placement at IIT(BHU) is good for Ceramic also as most of the students opt for a non-core job instead of core jobs. Yo Continue ReadingThanks for the A2A. Both are highly reputed colleges; however, as a branch perception, mechanical is better than ceramic. But core jobs are anyway less, and not many students are interested in it. And as you have mentioned, you want to go for an MBA later on, IIT(BHU) Ceramic can be considered as an option. You get the IIT tag too, that might help in GMAT for foreign applications. BITS will be heavy on fees. Regarding Ceramics you can visit: Ceramic Engineering at IIT Varanasi. The placement at IIT(BHU) is good for Ceramic also as most of the students opt for a non-core job instead of core jobs. You may also visit:  "
695,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"How should I start coding? I am going to take up electronic and instrumentation engineering at BITS Pilani, Pilani campus.",11,5,11/5,No,Followed,2019-08-04,https://www.quora.com/How-should-I-start-coding-I-am-going-to-take-up-electronic-and-instrumentation-engineering-at-BITS-Pilani-Pilani-campus,"I am majoring in Computer Science, half way through my degree. I’ll list out a few pointers that can help you get started (though some may seem a little obvious): If you have no idea about your interests, I’d suggest trying out a few different areas which involve programming. Personally, I started with backend web-development in django (a python framework). You could try front end web development, building apps and games or even get into machine learning. Of course, there is probably no end to this but follow your best judgement.The first point will be easier if you join a few technical clubs aContinue ReadingI am majoring in Computer Science, half way through my degree. I’ll list out a few pointers that can help you get started (though some may seem a little obvious): If you have no idea about your interests, I’d suggest trying out a few different areas which involve programming. Personally, I started with backend web-development in django (a python framework). You could try front end web development, building apps and games or even get into machine learning. Of course, there is probably no end to this but follow your best judgement.The first point will be easier if you join a few technical clubs at BITS. I joined the Coding Club and ACM in my first year. DVM is another technologically inclined department. You will be around other first years who are discovering their own interests. Also, the seniors at your club have already worked this out (most of them, at least) and will guide you better.Coming back to the first point, in any field you work on, please do not keep watching tutorials. In the same way as busy is different from productive, you will just waste your time after a certain point. Programming is a practical, hands-on task and in my opinion, should be learned that way.Following the above point, work on personal projects, however small. Later on, you can combine different elements of your smaller projects to make something more complete. Make an account on GitHub or GitLab or some other code sharing/development site and put your projects there. You will have something to show as proof of your skills.Learn to use GitHub and git. These are really important, especially from a software engineering perspective. Though they are in no way difficult, it will take time for you to get comfortable with them.The first points I have written are based on the assumption that you have no inclination to a particular language. The fields I mentioned above use several different technologies and frameworks. Apart from those, I recommend learning C or C++. Unlike newer and more high-level languages like Python, they give you a better idea of what goes on when you run a program. Of course, you will have a C-based programming course in your first year.Though this is in no way a necessity, I would recommend dual booting a Unix based operating system or atleast using a Virtual Machine. If you are using a Macbook, that’s great. But if you are using Windows, have a go at using Ubuntu (a Linux based operation system) or something else if you want. You will be learning Unix as part of your programming course in the first year. I use Ubuntu and it has definitely given me a better idea about programming in general. You will also get comfortable with using the terminal (command line) rather than just the GUI.If you discover that you like a particular field (after trying a few others out), go deeper into it. For example, if you like machine learning and choose the Python programming language as your tool, try out some MOOCs, setup a Kaggle account and follow machine learning blogs. Kaggle allows you to compete in machine learning competitions.If you want to know specifically about your branch, I think you will have a lot of Verilog (an HDL) and assembly programming in your courses. You can follow most of the above points for these.Try out competitive programming. It will make your programming fundamentals stronger and improve your problem solving skills. You can take a Data Structures and Algorithms elective later on in your degree. HackerRank, CodeChef and Codeforces are a few good sites to try out.Try getting internships, even after your first year. They are really important in gaining experience and soft skills alongside programming skills. If you want to get really into software development you can also have a look at the Summer of Code program by Google, held during the summer.Lastly, don’t compare yourself with others. There are bound to be people who started programming much earlier than you and would be naturally better than you. Very few things are substitutes for hard work and passion, so focus on what matters.I think I have touched on most points, if not all. Please let me know in the comments and I’ll edit my answer to include them. "
696,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"How should I start coding? I am going to take up electronic and instrumentation engineering at BITS Pilani, Pilani campus.",11,5,11/5,No,Followed,2019-08-04,https://www.quora.com/How-should-I-start-coding-I-am-going-to-take-up-electronic-and-instrumentation-engineering-at-BITS-Pilani-Pilani-campus,"Syllabus is same throughout all 3 campuses . The first language you will learn in 1st year is C along with shell scripting in the terminal of Linux operating system ( Mac OS is already having Linux terminal , no need of extra installation ). If you are new to coding , first understand theory with examples on geeksforgeeks then opt for tough/competitive coding on the same site for better insight . Viedo lectures on cs50 etc might be useful resources. In advanced stages opt for websites like codeforce , hackerthon ( don't remember exact names ) . In C you will learn - Variable and loops (for , whileContinue ReadingSyllabus is same throughout all 3 campuses . The first language you will learn in 1st year is C along with shell scripting in the terminal of Linux operating system ( Mac OS is already having Linux terminal , no need of extra installation ). If you are new to coding , first understand theory with examples on geeksforgeeks then opt for tough/competitive coding on the same site for better insight . Viedo lectures on cs50 etc might be useful resources. In advanced stages opt for websites like codeforce , hackerthon ( don't remember exact names ) . In C you will learn - Variable and loops (for , while , do while)Break and continue statementsFormat specifiersArray 1-d and 2-dPointersRecursive programTime complexity of program for loops and recursive ones ."
697,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Is internet speed at BITS Pilani improving with the 2020 vision or is it still the same?,18,2,18/2,Yes,Followed,2019-07-07,https://www.quora.com/Is-internet-speed-at-BITS-Pilani-improving-with-the-2020-vision-or-is-it-still-the-same,"I can only comment about the scenario in Goa campus as the scenario in other campuses might be different. In Goa campus, yes, the internet speed has improved drastically in the last couple of years. When I joined the campus in 2017, the internet connectivity was not too great. I used to get slow speeds and a pretty small data limit of 1GB per day. But the internet has been improving semester over semester, both the speed as well as the data cap per day per person. Now, the speed is maybe not wow, but more than enough for streaming 1080p 60fps videos, and the data cap has been increased to 3GB pe Continue ReadingI can only comment about the scenario in Goa campus as the scenario in other campuses might be different. In Goa campus, yes, the internet speed has improved drastically in the last couple of years. When I joined the campus in 2017, the internet connectivity was not too great. I used to get slow speeds and a pretty small data limit of 1GB per day. But the internet has been improving semester over semester, both the speed as well as the data cap per day per person. Now, the speed is maybe not wow, but more than enough for streaming 1080p 60fps videos, and the data cap has been increased to 3GB per day per person. During exam times, the data cap is usually increased to 5GB per day per person. This is more than enough for students like us, as students usually have a data plan or two of their own for their mobile phones as well. tdr: Yes it has improved drastically. "
698,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Is internet speed at BITS Pilani improving with the 2020 vision or is it still the same?,18,2,18/2,Yes,Followed,2019-07-07,https://www.quora.com/Is-internet-speed-at-BITS-Pilani-improving-with-the-2020-vision-or-is-it-still-the-same,"As of now, it has become worse. Though they have taken an initiative to make the Wifi available throughout the campus, but they have compromised with the speed. Many a times students have to use their mobile datas to even open a site. Hopefully in 2–3 years everything will become smooth and convenient. "
699,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,What is your view of mechanical at IITM vs CSE at BITS Pilani? (This is for my son.),2,3,2/3,No,Followed,2019-07-09,https://www.quora.com/What-is-your-view-of-mechanical-at-IITM-vs-CSE-at-BITS-Pilani-This-is-for-my-son,"CSE is a better branch than mechanical, if money and scope is the criteria, and BITS Pilani is on the same level of old IITs like Madras (I'm assuming M means Madras here, if it means Mandi, then in that case BITS Pilani is much better than IIT Mandi). However, and this is important, I'll advise you to send your child to BITS Pilani only if he is confident that he wants to build a career in a computer related field, or if placement is his only criteria. However if he wants to opt for higher studies, or if he wants to opt for Government services, or if he hasn't found his passion yet, then going Continue ReadingCSE is a better branch than mechanical, if money and scope is the criteria, and BITS Pilani is on the same level of old IITs like Madras (I'm assuming M means Madras here, if it means Mandi, then in that case BITS Pilani is much better than IIT Mandi). However, and this is important, I'll advise you to send your child to BITS Pilani only if he is confident that he wants to build a career in a computer related field, or if placement is his only criteria. However if he wants to opt for higher studies, or if he wants to opt for Government services, or if he hasn't found his passion yet, then going to any IIT will be a better option because, IIT being a government college, he'll have much more time and freedom to prepare for competitive exams. BITS Pilani has a more difficult curriculum and he might not have the time to prepare for such exams. "
700,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,What is your view of mechanical at IITM vs CSE at BITS Pilani? (This is for my son.),2,3,2/3,No,Followed,2019-07-09,https://www.quora.com/What-is-your-view-of-mechanical-at-IITM-vs-CSE-at-BITS-Pilani-This-is-for-my-son,So the answer should be mainly based on three points: 1)IIT VS BITS Your son must have achieved a very good rank that he is getting Mech at IIT Madras . Since he has worked hard for this and getting into IIT is only his dream than IIT. But BITS is also comparable to old IITs. 2) INTEREST It should largely depend upon the interest of the person who is going to study the subject for 4 years.But if he does not have interest in one particular branch than he should take CS since it is a fast growing industry. 3)PLACEMENTS Here BITS CS is a clear winner. It placements are very good for a 22 year old. 4)FEE Continue ReadingSo the answer should be mainly based on three points: 1)IIT VS BITS Your son must have achieved a very good rank that he is getting Mech at IIT Madras . Since he has worked hard for this and getting into IIT is only his dream than IIT. But BITS is also comparable to old IITs. 2) INTEREST It should largely depend upon the interest of the person who is going to study the subject for 4 years.But if he does not have interest in one particular branch than he should take CS since it is a fast growing industry. 3)PLACEMENTS Here BITS CS is a clear winner. It placements are very good for a 22 year old. 4)FEES We all know that Bits is a private institution and therefore its fees is way more higher than IITs . But all that is worth it . Now you and your son should decide based on these 4 points according to me. 
701,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"What should I choose, E.C. in NIT Jalandhar or civil/mechanical in the BITS Pilani campus?",2,2,2/2,No,Followed,2019-07-05,https://www.quora.com/What-should-I-choose-E-C-in-NIT-Jalandhar-or-civil-mechanical-in-the-BITS-Pilani-campus,"Depends on your area of interest. If you don’t have anything specific in mind, I’d recommend Mechanical at BITS Pilani purely for the campus experience and overall quality of students. "
702,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"What should I choose, E.C. in NIT Jalandhar or civil/mechanical in the BITS Pilani campus?",2,2,2/2,No,Followed,2019-07-05,https://www.quora.com/What-should-I-choose-E-C-in-NIT-Jalandhar-or-civil-mechanical-in-the-BITS-Pilani-campus,I think Mechanical at Bits pilani would be best then Civil and then ECE at Nit Jalandhar. 
703,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"What is the 2nd iteration cutoff for BE mechanical 2019 at BITS Pilani, Hyderabad campus?",9,1,9/1,Yes,Followed,2019-07-15,https://www.quora.com/What-is-the-2nd-iteration-cutoff-for-BE-mechanical-2019-at-BITS-Pilani-Hyderabad-campus,"302 is the Mech, Bits Hyderabad cutoff for iteration 2. Please follow facebook group 'BITSAT Queries' for updates. "
704,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Why is BITS Pilani Pilani Campus cosidered better than BITS Pilani Hyderabad Campus?,13,2,13/2,Yes,Followed,2019-09-08,https://www.quora.com/Why-is-BITS-Pilani-Pilani-Campus-considered-better-than-BITS-Pilani-Hyderabad-Campus,"Look, The Pilani campus might have an edge because it is much older than the hyderabad campus. The placements may be slightly better due to this reason. The Hyderabad campus may not have legacy but we are improving in all fronts- be it the technical culture, placements etc. But my opinion it is up-to you to make best use of the resources given to you, which campus you choose is not such a big contributor of success as you think it is. "
705,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Why is BITS Pilani Pilani Campus cosidered better than BITS Pilani Hyderabad Campus?,13,2,13/2,Yes,Followed,2019-09-08,https://www.quora.com/Why-is-BITS-Pilani-Pilani-Campus-considered-better-than-BITS-Pilani-Hyderabad-Campus,"Coz it's older and that's why people with higher scores prefer it more which provides better peer group. Btw the degree we get just mentions bits pilani, not the campus and the placements depends only on the the students merit and skillset plus no reservations policy leads to good peer group in all the three campus, so in the end it doesn't matter much ig. All the best tho. "
706,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"How is LNMIIT Jaipur in 2019? In the coming years, will it be like BITS and IIIT-B?",4,4,4/4,No,Followed,2019-07-05,https://www.quora.com/How-is-LNMIIT-Jaipur-in-2019-In-the-coming-years-will-it-be-like-BITS-and-IIIT-B,"If you want CSE, love coding and you are not getting CSE in either of the above colleges then you can choose LNMIIT CSE or CCE. Just for the sake of tag of BITS or IIIT, there is no point in taking chemical or civil engineering there if you are interested in CSE.There is a high chance of landing into your dream job by taking CSE or CCE at LNMIIT than by taking any other branch in the above colleges and hoping you will manage both that is you will be able to study your core courses as well as do coding and get placed in one of the top IT companies. And right now LNMIIT is not comparable to the  Continue ReadingIf you want CSE, love coding and you are not getting CSE in either of the above colleges then you can choose LNMIIT CSE or CCE. Just for the sake of tag of BITS or IIIT, there is no point in taking chemical or civil engineering there if you are interested in CSE.There is a high chance of landing into your dream job by taking CSE or CCE at LNMIIT than by taking any other branch in the above colleges and hoping you will manage both that is you will be able to study your core courses as well as do coding and get placed in one of the top IT companies. And right now LNMIIT is not comparable to the above colleges but in a few years, I am sure it will be amongst the top private institutes. Coding culture is improving every year and hence the placements are also improving. "
707,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"How is LNMIIT Jaipur in 2019? In the coming years, will it be like BITS and IIIT-B?",4,4,4/4,No,Followed,2019-07-05,https://www.quora.com/How-is-LNMIIT-Jaipur-in-2019-In-the-coming-years-will-it-be-like-BITS-and-IIIT-B,"No.It is only Going down. I just saw their JEE cutoffs, 90 percentile. more than 1 Lakh rank. BITS students have median ranks of 6000–7000 in JEEIIIT Bangalore’s median rank is around 5000 in JEE So, obviously BITS and IIITB will always be ahead. Sidenote: for people who say “JEE marks don’t decide how smart people are” But you tell me yourself, wouldn’t you go to a college which has a higher (read: better) cutoff than your college? Why do you want to join IIT Bombay CSE? because you genuinely want to or because top 50 of the nation are studying there? "
708,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Is IIIT Hyderabad or BITS Pilani’s main campus better for studying CS?,1,2,1/2,No,Followed,2019-07-05,https://www.quora.com/Is-IIIT-Hyderabad-or-BITS-Pilani-s-main-campus-better-for-studying-CS,"IIIT-H would be a better choice given that its CS curriculum is more practical and you don't need to study irrelevant subjects like physics, chem, bio for first few semesters. Apart from that when most other people will be studying Data Structures and Algorithm, you'll be studying Machine Learning because you will complete DSA by first semester itself and hence it will help you to explore research topics in a better way. "
709,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Is IIIT Hyderabad or BITS Pilani’s main campus better for studying CS?,1,2,1/2,No,Followed,2019-07-05,https://www.quora.com/Is-IIIT-Hyderabad-or-BITS-Pilani-s-main-campus-better-for-studying-CS,"BITS, Pilani main campus CS A7. A7 id stand for B.E (Computer Science). It’s amongst the best in India in terms of infra, curriculum, project work and teachers. Also, you get option to do a Practice School or thesis based on research in 8th sem. Thanks. "
710,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"How can someone prepare for the BITS Pilani first year course from home, during the JEE vacations, so as to get a good CGPA?",3,4,3/4,No,Followed,2019-07-05,https://www.quora.com/How-can-someone-prepare-for-the-BITS-Pilani-first-year-course-from-home-during-the-JEE-vacations-so-as-to-get-a-good-CGPA,"Hey, I think I got a decent CGPA of 8.6 in first year and SGPA of 9.14 in the second semester. I didn't study anything at all in the vacations. However, I gave importance to academics while in college. It was my top priority. I planned things well. If you regularly attend lectures and don't waste your time; you will score good. If you insist on studying something during holidays, I'll recommend you for studying the basics of organic chemistry (Like reaction mechanism, Isomerism, Stiochiometry, etc.) , Introduction to mechanics (like fbd degrams, rotation, shm). Remember most of the courses are com Continue ReadingHey, I think I got a decent CGPA of 8.6 in first year and SGPA of 9.14 in the second semester. I didn't study anything at all in the vacations. However, I gave importance to academics while in college. It was my top priority. I planned things well. If you regularly attend lectures and don't waste your time; you will score good. If you insist on studying something during holidays, I'll recommend you for studying the basics of organic chemistry (Like reaction mechanism, Isomerism, Stiochiometry, etc.) , Introduction to mechanics (like fbd degrams, rotation, shm). Remember most of the courses are completely different from 11th and 12th. However, I feel that you shouldn't study now and you should enjoy your vacations. You just came out of stress from JEE/BITSAT, hence you need rest. Also, in college, remember, you shouldn't just study all day. Personality development is equally important. Learn some extra skills like App development, Machine learning , Leadership skills, etc. Do play some sports, keep your body fit, Socialize, and other activities. Planning is most important. If you plan your academics and extra curricular activities well by keeping a balance, you will really do well in the most important exam - 'Life'. All the best. Cheers, "
711,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"How can someone prepare for the BITS Pilani first year course from home, during the JEE vacations, so as to get a good CGPA?",3,4,3/4,No,Followed,2019-07-05,https://www.quora.com/How-can-someone-prepare-for-the-BITS-Pilani-first-year-course-from-home-during-the-JEE-vacations-so-as-to-get-a-good-CGPA,"I'd really suggest you to relax in your holidays after 2 fully hectic years. Most of 1st year is a continuation of jee pcm. So you can do that in college itself. The only new things are comp programming and engg Graphics. If you have no prior experience in programming, you can just spend 1–2 hours a day to learn C language so that the course goes smoothly for you. Engg Graphics can be learnt during college itself as it is new for everyone. "
712,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,What is a detailed trend in the cutoff change per iteration for the BITSAT up to the 5th iteration?,15,1,15/1,Yes,Followed,2019-07-24,https://www.quora.com/What-is-a-detailed-trend-in-the-cutoff-change-per-iteration-for-the-BITSAT-up-to-the-5th-iteration,"Hi there.! The cutoff for any branch depends on many factors like fees,other college options,number of seats,difficulty level of paper etc.Considering all these factors,cutoffs vary each year. However,a general trend has been observed regarding fall in cutoffs. For 2nd iteration-generally,the cutoffs reduce by more than 15 marks as compared to the 1st iteration.This is mainly due to the fact that the students offered admissions have to pay Rs.2.17L to continue in the further rounds.Also,JEE(A) results are already out by this time,so students may look for options in IITs and NITs. For 3rd,4th and 5th iteration-the cutoffs reduce around 2–3 marks in each round.However in 2017,an enormous fall was observed in 5th iteration.So,it is kind of fluctuating for these rounds but in general,you won’t observe a fall of more than 5 marks. So,even if you are some 20–22 marks behind the cutoff after the 1st iteration,you’re in with a really good chance.And if you’re some 15 marks behind the cutoff in your desired branch,in all probability,you’ll get your desired seat. Thank You! "
713,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Can I expect a drop of 4 in the further iteration of the BITSAT 2019 in an MSc program?,3,1,3/1,No,Followed,2019-07-10,https://www.quora.com/Can-I-expect-a-drop-of-4-in-the-further-iteration-of-the-BITSAT-2019-in-an-MSc-program,"As we are currently in the 2nd iteration, you can expect a drop of 5–10 marks by the 5th iteration BUT, DONT EXPECT A DROP IN THE THIRD ITERATION, the third iteration is practically useless "
714,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Which course should I take, J.N.U. CS or BITS Pilani chemical engineering?",1,1,1/1,No,Followed,2019-07-04,https://www.quora.com/Which-course-should-I-take-J-N-U-CS-or-BITS-Pilani-chemical-engineering,BITS Pilani is one of the most reputed colleges in India. Specially Chemical Engineering in BITS Pilani is very good and has very good placement. At present Chemical engineering is one of the highest paid branch in engineering. 
715,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Which is better, chemical in Guwahati or EEE in BITS Pilani?",4,2,4/2,No,Followed,2019-07-04,https://www.quora.com/Which-is-better-chemical-in-Guwahati-or-EEE-in-BITS-Pilani,"Choose the nearer, both are tier-1There is nothing called as EEE in 2019.No chemical engineering happens in India. Most of the students from such popular Indian engineering collegespractice computer programming, to become a computer engineer(5–50 LPA, depending on the skills). These companies are not interested in academic credentials, but are concerned only about the TopCoder and GitHub profiles of the job applicants.become managers in the industry, based on luck and on personal leaning(5–15 LPA, depending on the luck). These companies depend heavily on the previous academic credentials of theContinue ReadingChoose the nearer, both are tier-1There is nothing called as EEE in 2019.No chemical engineering happens in India. Most of the students from such popular Indian engineering collegespractice computer programming, to become a computer engineer(5–50 LPA, depending on the skills). These companies are not interested in academic credentials, but are concerned only about the TopCoder and GitHub profiles of the job applicants.become managers in the industry, based on luck and on personal leaning(5–15 LPA, depending on the luck). These companies depend heavily on the previous academic credentials of the job applicants, from a college."
716,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Which is better, chemical in Guwahati or EEE in BITS Pilani?",4,2,4/2,No,Followed,2019-07-04,https://www.quora.com/Which-is-better-chemical-in-Guwahati-or-EEE-in-BITS-Pilani,There isn’t much scope after doing graduation with Chemical as your major. You’ll have to either go for GATE or do your masters to get a nice paying job in that sector. Go with EEE in BITS Pilani. It has a second-best placement in BITS Pilani after CSE. Labs and infrastructure make EEE at Pilani Campus a great place to study. Even if you don’t want a core job. Most IT companies allow students from circuit branches to sit for placements. 
717,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Will BITS Pilani increase the fees next year even though it has become really expensive now?,15,1,15/1,Yes,Followed,2019-07-05,https://www.quora.com/Will-BITS-Pilani-increase-the-fees-next-year-even-though-it-has-become-really-expensive-now,Yup that's inevitable . Bits increasess it's fees every year by 15 or 20 percent owing to the fact that it's a private college . Hope it helps .. 
718,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,Does every student joining in BITS Pilani for an M.E. programme get a stipend?,6,1,6/1,Yes,Followed,2019-07-05,https://www.quora.com/Does-every-student-joining-in-BITS-Pilani-for-an-M-E-programme-get-a-stipend,"There are two kinds of stipends in BITS for ME students. 1)Gate stipend by government.(only for GATE qualified people). 2) BITS stipend by the college itself. Stipend is voluntary,you get it only if you opt for teaching assistantship( where you assist a professor in teaching) ,if you opt for it you get both the above stipends. If you don't opt for teaching assistantship you don't get any of above stipends. Usually everyone opts for and gets both of the above stipends. The amount obtained per month is ₹13,400 from gate and ₹12,400 from bits. "
719,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Which is better, IIT Patna or IIT Ropar BITS Pilani for CSE?",2,3,2/3,No,Followed,2019-07-03,https://www.quora.com/Which-is-better-IIT-Patna-or-IIT-Ropar-BITS-Pilani-for-CSE,"For these “same branch, different college” questions, everyone will suggest you to go to their own college. You know why? Since you are getting admission into any of these colleges, you sure are a brilliant student. Every college wants to have brilliant students, so that their students are more successful, and they can brag about this and in turn get more brilliant students next time. This is called business, and even students are involved in this business where they try to attract the best students they can, sometimes even writing fake answers to achieve their goal. As an example, no student  Continue ReadingFor these “same branch, different college” questions, everyone will suggest you to go to their own college. You know why? Since you are getting admission into any of these colleges, you sure are a brilliant student. Every college wants to have brilliant students, so that their students are more successful, and they can brag about this and in turn get more brilliant students next time. This is called business, and even students are involved in this business where they try to attract the best students they can, sometimes even writing fake answers to achieve their goal. As an example, no student from IIT Patna would say that IIT Ropar CSE is better than theirs, but then why every year IIT Ropar has better rankers than IIT Patna, despite the fact that both are 2008 IITs. It would be better if you do the research yourself instead of asking on Quora. Best of luck. "
720,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"Which is better, IIT Patna or IIT Ropar BITS Pilani for CSE?",2,3,2/3,No,Followed,2019-07-03,https://www.quora.com/Which-is-better-IIT-Patna-or-IIT-Ropar-BITS-Pilani-for-CSE,"BITS Pilani ,Pilani Campus would be better if high fees are not an issue and also IIT Tag…and If you want to consider IITs IIT Patna would be better than Ropar for CSE. "
721,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,What is the cutoff for the BITS Iteration 2 in 2019?,9,1,9/1,Yes,Followed,2019-07-03,https://www.quora.com/What-is-the-cutoff-for-the-BITS-Iteration-2-in-2019,"Cutoffs are not released iteration-wise by BITS.The previous year cutoffs are generally the cutoffs for the 5th iteration.However,there is group titled BITSAT queries where we release the cutoff scores iteration wise.These are just estimates based on responses from the applicants.If you are an aspirant,I will recommend you to join the group. "
722,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,"After the second iteration, what is predicted about the final cutoff of the BITSAT 2019?",20,1,20/1,Yes,Followed,2019-07-10,https://www.quora.com/After-the-second-iteration-what-is-predicted-about-the-final-cutoff-of-the-BITSAT-2019,Hi! See nothing can be predicted about the cut-offs. But what I have noticed till now is that the cutoff for dual degree courses is more or less the same while for the B.E degree the cutoff is 4–6 marks higher in general. Sit tight and be patient as anything can happen. All the best! Upvote if you find it useful. VRJ 
723,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,When will the academic session for BITS Hyderabad and Goa start for freshers in 2019?,5,2,5/2,No,Followed,2019-07-03,https://www.quora.com/When-will-the-academic-session-for-BITS-Hyderabad-and-Goa-start-for-freshers-in-2019,"To answer your question, in Goa campus the academic session starts on the 2nd of August (same date every year). But to be able to do that, you need to report on campus on the 30th of July at 9 AM. So make sure that you reach Goa at least the night before if not an entire day before so as to rest before the hectic day. There will be a lot of sessions and interactions with seniors, including a campus tour and a get-to-know-your-timetable session before the start of the academic year (2 days before that in fact). On the first of August you will get to choose your timetable on the basis of your PR n Continue ReadingTo answer your question, in Goa campus the academic session starts on the 2nd of August (same date every year). But to be able to do that, you need to report on campus on the 30th of July at 9 AM. So make sure that you reach Goa at least the night before if not an entire day before so as to rest before the hectic day. There will be a lot of sessions and interactions with seniors, including a campus tour and a get-to-know-your-timetable session before the start of the academic year (2 days before that in fact). On the first of August you will get to choose your timetable on the basis of your PR number (have your fingers crossed). Please do attend the get-to-know-your-timetable (trust me, it'll help a lot) where juniors are explained how they should approach trying to decrypt the timetable they'll be given and also be given which teachers to choose on priority of PR number. Then you will have to give your timetables am actual table so as to actually get to know (do not worry if you have lost me here) and trust me, this takes a looooong time. This is a fun process, your first chance at striking conversations with your batch mates and make groups to split your work load. Obviously you can choose not to do this and trust others to tell you the good timetables or you could just choose a random one. All the best! Hope you get a decent PR number! Tldr- first of August is registration and the second is the start of the academic sessions. "
724,Birla-Institute-of-Technology-and-Science-Pilani-Pilani-Campus,When will the academic session for BITS Hyderabad and Goa start for freshers in 2019?,5,2,5/2,No,Followed,2019-07-03,https://www.quora.com/When-will-the-academic-session-for-BITS-Hyderabad-and-Goa-start-for-freshers-in-2019,"Hi, Please refer https://www.bitsadmission.com/bitsatfdimpdates201920.aspx for important dates. Classes will begin on 2nd August. Cheers, "
