,id_review,rating,compound,Sentiment,pred,temp_pred,fin_pred
ChdDSUhNMG9nS0VJQ0FnSURRdk5TaW53RRAB,"You'll have a better chance of sneaking into ""the Kremlin"" than entering pesit without a college id ",4.0,0.5994,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURnOU5DRFFBEAE,The college as well as the hostel is brilliant. I am really impressed by the facilities being provided and I am very happy to be here.,5.0,0.9229,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURRc3JTZ2ZBEAE,"Small Campus, lots of people. Good placements for CS & IS branches. Boys Hostel is located inside the campus. Big buildings. Totally 7 blocks are there. A - Prof M.R.D Block, B Block, C- Mechanical (old) block, D - Electrical block, E- Tech Park block, F- Panini Block, G-Amatra block. Well maintained, clean campus.",4.0,-0.9297,Negative,1,2.5,2
ChZDSUhNMG9nS0VJQ0FnSUN3dHNIZFhBEAE,P E S COLLEGE OF PHARMACY is one of the WORST college in india .... very unorganized in everything they do.. nothing upto the standards... if u decide to join this damn college you are simply wasting your money... they just suck your money for no reason... very poor management. there are hundreds of better college's  in the country..    friends be wise in choosing your college... \m/ ,1.0,-0.8339,Negative,1,1.0,1
ChdDSUhNMG9nS0VJQ0FnSUNnLXNtQTZRRRAB,"Graduated in the year 2015(BE EEE), had a great experience here.good faculty's.nice college.  ",5.0,0.6249,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNRMXZ2R2d3RRAB,Worst management were no place of respect for merit candidates pes university is only intrested in looting money rather than quality education no good placements etc...only hype..hype..but reality is something different...its a student words for that pes university....,1.0,-0.4226,Negative,2,1.5,1
ChZDSUhNMG9nS0VJQ0FnSUNBb09HcUpREAE,"Big college campus, helpful staff but lots of traffic near by due to construction.",3.0,0.2263,Positive,3,3.0,3
ChdDSUhNMG9nS0VJQ0FnSUN3NFBTTjdRRRAB,Good college  No ragging  Friendly teachers,4.0,-0.233,Negative,2,3.0,3
ChZDSUhNMG9nS0VJQ0FnSUNBdTl2UmNREAE,Wonderful experience studying and had spent memorable days in this college and it's one the most decent and reputated colleges in India. Meanwhile it's bit strict about its rules. But it's okay. ,5.0,0.5719,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNnbnJlQmNBEAE,👌👍👍😊😊super engineering college with best campus tho,4.0,0.9695,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURRMlpUcjNBRRAB,One of the best engineering colleges in Bengaluru.,5.0,0.6369,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNBcXF5TjR3RRAB,Very good staff and beautiful campus.,5.0,0.796,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNRLUwyS1B3EAE,Lot of technical events happen & university  gives you lot of opportunities to learn various things.Good College,5.0,0.3818,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNBc0pXZ1hBEAE,"I have studied mtech cse here. I can say that One of the best engineering and mtech college in Bangalore, very good environment for studying, Good faculty. Every week there will be a programmes, hackathons , fests etc ",5.0,0.8832,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUN3NEpMM2p3RRAB,One of the best university for the Computer science and Information Science branch in the Karnataka state.,5.0,0.6369,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNneXJPaTFBRRAB,"Great college, if you happen to be very technical. Fooling around is definitely not permitted. Very Knowledgeable and supportive staff.",5.0,0.7419,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURBd2NhUVBREAE,One of the Best Institute to embrace Ur Engineering Life..,5.0,0.7579,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNnclBUSm13RRAB,"experienced faculties ,  practical exposure on subjects,supports  co-curricular and well infrastuctured",5.0,0.2732,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNBaXItMVV3EAE,I took 9 years to earn my Engineering degree from PESIT. Happened to be on the bad books of DJ and management. Never got into major mess. That was 14 years ago.Now working for an American company rated No.1 EPC in United States for the last 14 years. Looking for better opportunity. Hunger for excellence steeled into my personality during my years at PESIT.  ,5.0,0.6494,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNBanFMQ1ZnEAE,It is one of the best Engineering colleges in Bangalore.,5.0,0.6369,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNndkxDY1hREAE,"3rd class, 1 word to define this college, let me be very clear if u r student frm Karnataka & if u want to join here after your diploma(unless u r CS) then please don't join this college they'll kill all ur confidence, hopes & trust me %age of lateral entry people getting placed is very less & really rear. In orientation during admission I was told by college authority itself that ""this college is not for u people, u'll not get placed etc..etc"" and I was not eligible to some placement just because I was lateral entry😒 I literally ruined myself after joining here, please don't join, if u r diploma student other then CS.",1.0,0.7974,Positive,4,2.5,2
ChZDSUhNMG9nS0VJQ0FnSURnd012RUh3EAE,"Great college. Amazing placements for CS and IS students. Small campus with lots of students, generally crowded. Self sufficient and magnificent infrastructure. Not so much playing space. One basketball court, two cricket grounds, 1 new building of 14 floors. Turf place to play football and street cricket. Two floors of parking space but not adequate for the entire campus. Good hostel with comfortable rooms but no internet unfortunately. The campus is WiFi enabled on a secure network (requires username and password). Tons of research labs and hackathons.",5.0,0.9377,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNBdThtRW9RRRAB,"I studied at PESIT in EEE department and I was racially abused and bullied because I am a Bengali by students from UP and Bihar whose parents had taught them at home to dislike my community and other communities of India. I used to suffer from suicidal ideation and depression due to their harrassment. I had even thought of taking an overdoze of Alprazolam tablets to end my life. Unfortunately college authorities didn't take any strict action against these people when i approached them and not even the EEE department head BK Keshavan and principal Mr. KNB Murthy did much, who was brainwashed by these people as I was completely single. If i attain power and position in society, I will simply ruin the lives of these bastards along with their future families because 4 years have passed and I have not forgotten and I should never forget it in my life even after 20 years if I have self-dignity. These bastards didn't want me to get placed in any company in the 7th Semester when placements were going on. I lost lot of precious time. And I learnt most of the electrical engineering concepts independently from the internet from YouTube channel of NPTEL where all IIT Classroom lecture series are available completely open source, free. Waste of time and money at PESIT. But I learnt a lot about life and society.﻿ And the ill characteristics of certain communities in India. The students - Akhilesh Kumar, Anurag Mishra, Anuj Agarwal, Abhishek Gupta, Anant Pathak, Gyan Anshu, Akarsh Shekhar, Kshitij Singh, Vivek Chandan, Ravi Gupta ... all these students were racists bastards who harassed me because they hated the Bengali community and did not want me to get placed. Always used to waste others' time by bitching against other communities. If I get an opportunity, I will simply ruin their lives. And Akhilesh Kumar from Varanasi, St. John's Marhauli went to the extent of bluffing all students and Teachers as well as HR Recruiters during placements that his name featured in the IIT Extended Merit List to gain publicity and succeeded in fooling everyone. He is now studying PG in Arizona State University and you wont believe what all he has bluffed in his resumé which he submitted to ASU. He has bluffed in his resumé that he did a project at DRDO, Bangalore in his UG College when the fact is that he never did one. How come PESIT doesn't keep stringent checks in its system and allow students to fudge information in the name of the college??? He has also bluffed that he was the Chief Coordinator of AtmaTrisha and PESIT Open Source Community. Shouldn't PESIT take action against such students for falsifying information??? After all it's done in the name of the college. Abhishek Gupta from Samastipur Bihar claimed that he had registered a Patent for an invention but in reality he had actually paid 'MONEY' to a Patent Agent who in turn paid 'MONEY' to the international patent organization WIPO(which is NOT a scientific organization and survives financially with the money they get from registrations...more registrations,more money).He never transparently disclosed anyone that he paid 'MONEY'. He never presented any paper regarding his invention in any Scientific Community/Scientific Jounal, be it IITs in India or IEEE. A Patent is NOT a Scientific Recognition from the Scientific Community but rather a Legal Protection from a Legal Institution in order to have exclusive rights to sell the technology in the marketplace. But this fraud never informed anyone about this. How can such things happen in PESIT??? Shouldn't PESIT screens students properly???   In all exams they all used to engage in serious malpractice and go privately to the professor's cabin to lick their boots. I will never forget these people in my life and will take very bad revenge if possible. I would have liked had college authorities taken strict actions against these people including lodging a complaint in the police which they avoided to save the reputation of the college.",1.0,-0.9927,Negative,1,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUNBN09leVFnEAE,It gave me a wonderful experience and a good environment for studies..,5.0,0.765,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNnXzZYWW9BRRAB,"Actually I am not from PES, but I heard a lot that the college is best for Engineering when it was PESIT. Now it's a University and known by PESU. Now PESU may have to prove and carry their superiority in engineering education as it had when it was PESIT. All the scenario will clear when its first batch will come out and share their experience such as quality of education, Infrastructure, discipline, hostel, quality of food provided in hostel, availability of medical facility in hostel campus etc. PESU authority is requested to reassess their fee structure as it feels very high in this sector. If not, then they have to prove their quality of education at per with IIT's by developing actual engineering skills in students.",4.0,0.9481,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURBaGZ6VHRnRRAB,"One of the nice college in Bangalore,, huge campus n very reputed name ",5.0,0.6249,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNBaklLaU53EAE,Excellent faculty in campus every one helpfull good talking ,5.0,0.765,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNBd3FHZlBREAE,"I would like to give a detailed review on this college, for all current and prospective students. I advise you to read this carefully, as it's nothing but the truth, and shall be agreed upon by most students. I passed out this year, and I was waiting for an opportunity to share my experience with this '""University""without fearing for any implications.  1. First of all, it's not a ''College'' or ''University''. It's a coaching institute, in crude words. There is zero interest from the authorities to promote co-curriculars or extra activites for the students. The college's tryst with a student begins at 8:15 and ends at 3:30 everyday, without fail.   2. Students are like a herd of goats, who think their world is limited to only till the compound walls of the college. No one talks about research, contributing to the society or further studies. Everyone is interested in getting a job from Infosys, Wipro and Accenture and consider it to be a ''Great'' thing if they achieve so.  3. The environment is highly, mind you, HIGHLY regional/racial. North Indians are discriminated against the local South Indian guys in unexplainable degree. For example, the erstwhile HoD of Civil Engg in this college told our class that ''All problems in Bangalore are because of you North Indians'' when he asked some question regarding a topic. Another example is that if you are a South Indian, your vehicle is more likely to be allowed inside the campus and if you're from the North, you're immediately asked to back off.  4. The hostel is a nightmare. Perhaps an ISIS run Girls Hostel will have lesser regulations and norms than the PES Boys' Hostel. The Hostel staff and guards dominate the students completely and un-necessary harass them at any opportunity. The Food is a nightmare and so is the overall hostel environment, where no is allowed to wear shorts. How ancient can some people be?  5. Coming to the administration, all they care about is money. Don't expect any help or leniency from them. The PESU Vice Chancellor and the PESU Controller of Exams are the kingpins here. Even if you fail a subject by a mark, you won't be given any sort of grace, else the college loses it's 1 subject summer term fees that you'll ultimately have to pay.  6. The security guards bark orders at the students. Student morale and self esteem is EXTINCT. The low level staff think of themselves as a industrialist and demand to be addressed as 'Sir' or ''Madam'. If you refused to be harassed by them, you perish.  7. The college segregates good and weak students. Weak students are left behind like garbage whereas good students are lured with incentives and money, by offering bogus scholarships and other things.  8. There is ZERO financial support from the college when it comes to organising or participating in an event. I was part of the automobile designing group of the college and the college showed no interest in financially or emotionally supporting us. However, when we succeeded and our name came in the newspapers, D Jawahar (apparently the pro-chancellor of the college) ran with all his might to get the college logo and name pasted on our certificates and erected banners outside the main gate. Such are the double standards.  In short, looking back at my 4 year term there, it was nothing short of a NIGHTMARE. The college is a association of anarchists, as simple as that, where the student has ZERO respect, affection or encouragement to succeed in life.  Disclaimer : I am an individual. No rival college or newspaper paid me to write this review, because the brilliant authorities of PES will surely think so. I also know that the so called geniuses of PES's Computer Science Department will try their best to get this review removed. But don't worry guys, I have already taken a screenshot of this and have posted it on many other forums.   All the best tormenting future students. I just wish Google had a Zero Star Rating for PESU/PESIT.",1.0,0.9953,Positive,4,2.5,2
ChdDSUhNMG9nS0VJQ0FnSURndXNuOHlRRRAB,"Shame on to this college, especially to Hotel management group because they won't give Graduation Day for us. It's almost getting One year, worst people😑",1.0,-0.802,Negative,1,1.0,1
ChdDSUhNMG9nS0VJQ0FnSURRdmE2T21BRRAB,Wonderful place to study as well as good environment :),5.0,0.8934,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNZZ2JYWGZREAE,Colleges good,4.0,0.4404,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUNBd1BXczBBRRAB,I completed BCA & MCA from this college in year 2008 & 2011 respectively.,5.0,0.34,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNRdXU2djl3RRAB,The best University of Namma Bengaluru!,5.0,0.6696,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNBOHM2a2FnEAE,Awesome to gain knowledge and make your dreams come true ,5.0,0.9186,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURVeVp5RmFREAE,Excellent,5.0,0.5719,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNBNjYzdDh3RRAB,Osm campus & cool environment nice infrastructure awesome,5.0,0.8481,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURVLWV2TGhnRRAB,Good,5.0,0.4404,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUN3ZzhEMVhnEAE,I am so happy with google map service :-),5.0,0.793,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUN3bE1qYzVRRRAB,Friendly atmosphere and an excellent place learn and explore.,5.0,0.7845,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNJa3RDckhnEAE,In 2018 from August ambience is bad,3.0,-0.5423,Negative,1,2.0,2
ChZDSUhNMG9nS0VJQ0FnSURBaGRiU1FnEAE,Over rated institution.The faculty(a few of them)have no humanity towards students they just follow the rules.The management is not a service oriented one.Wouldn't recommend this institution.,1.0,-0.5122,Negative,1,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUNncFBQNExBEAE,I'm proud to be part of PESITian😊,5.0,0.8442,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNBNGRUTE5BEAE,I think I don't need to say something about  one of d best engineering college in Karnataka. ........... Best infrastructure. .............,5.0,0.8555,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNRdWRyaWF3EAE,Great place to study. Best institute for engineering in Bangalore.,5.0,0.8519,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNnMHViN093EAE,beautiful college.....    awesome college   i liked it..,4.0,0.8957,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNnaXBHNXNRRRAB,"One of the best colleges in Karnataka, very good support to students who are interested in projects, very good staff.",4.0,0.9457,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURnZ2JpajF3RRAB,Amazing place for education,5.0,0.5859,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNRZ3JEQlR3EAE,"Ultimate college,well managed by management",5.0,0.0,Neutral,2,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNRejY3VFVREAE,One of the best colleges in Bangalore,5.0,0.6369,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURRbE9QQXV3RRAB,Placements offers are more but somany restrictions. Not more than a school.,3.0,0.0,Neutral,2,2.5,2
ChdDSUhNMG9nS0VJQ0FnSURRellMbDVBRRAB,Campus is good but hostel food is the verst,4.0,0.2382,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSURnb0tyU0ZnEAE,Best place for CS Engineering in Karnataka. Hostel is quite costly...,4.0,0.5434,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURRNDg2Z2pRRRAB,This institute provides knowledge in every aspects...,5.0,0.0,Neutral,2,3.5,4
ChdDSUhNMG9nS0VJQ0FnSURBb00zUTJBRRAB,Good environment and very close to the main road ,4.0,0.4404,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNnOThYd1hBEAE,That's a 5. It's a students' college and not like other colleges that give pressure on students!,5.0,-0.5577,Negative,1,3.0,3
ChZDSUhNMG9nS0VJQ0FnSUN3aVBfQ1RREAE,A crucible of knowledge and wisdom,5.0,0.5267,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUR3aHZmVHNRRRAB,Its a big college,4.0,0.0,Neutral,2,3.0,3
ChZDSUhNMG9nS0VJQ0FnSUM0NE9XOFhnEAE,Good,4.0,0.4404,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSURZbU1fZS1nRRAB,Good,5.0,0.4404,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNRdTRldDZRRRAB,Good infrastructure... Deemed college ..,4.0,0.4404,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUNBeHZUNGtRRRAB,Good campus with lot of options to study ,4.0,0.4404,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNBbXVqQWRREAE,Good college and best place.,2.0,0.7964,Positive,4,3.0,3
ChdDSUhNMG9nS0VJQ0FnSUNBc3RXZDlBRRAB,One of the best engineerng colleges of Banagalore and Karnataka.,3.0,0.6369,Positive,4,3.5,4
ChdDSUhNMG9nS0VJQ0FnSURnNU0yNjRnRRAB,Wow it has awesome infrastructure and campus.,4.0,0.836,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURncG9uc2NREAE,The best engineering college in Karnataka! ,5.0,0.6696,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURBXzlqWmxRRRAB,the best place to find best friends in your life is nothing but PESIT,5.0,0.7391,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURJZzZmejlnRRAB,Nice college,3.0,0.4215,Positive,3,3.0,3
ChZDSUhNMG9nS0VJQ0FnSURZbXFHVUhREAE,Good,5.0,0.4404,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURBckszUExBEAE,It's a wonder full place  study,5.0,0.0,Neutral,2,3.5,4
ChZDSUhNMG9nS0VJQ0FnSURnX3FDc1FREAE,good.....u can without any doubt......join,4.0,0.0,Neutral,2,3.0,3
ChdDSUhNMG9nS0VJQ0FnSUR3cUpLZzhRRRAB,best oneeeeeeeeeee......................................................................................................................................................................................................................................................................................................................................................,5.0,0.6369,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURBaTY2aGVREAE,Dabba  college  ever marks for  attendance .. Heptic college ,1.0,0.0,Neutral,2,1.5,1
ChZDSUhNMG9nS0VJQ0FnSUNzNFlqWll3EAE,infrastructure,5.0,0.0,Neutral,2,3.5,4
ChdDSUhNMG9nS0VJQ0FnSURVbzU3d3dRRRAB,My college,5.0,0.0,Neutral,2,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNReGZPWEtREAE,"Education for the real world, really? Probably only for CS/IT branch.",4.0,0.0,Neutral,2,3.0,3
ChZDSUhNMG9nS0VJQ0FnSUNRanEyR2N3EAE,"This is a very biased university, If you are a North Indian please avoid taking admission here.",1.0,-0.3167,Negative,2,1.5,1
ChZDSUhNMG9nS0VJQ0FnSURReHJ2b0JnEAE,A good campus,5.0,0.4404,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURrbnF1bmZnEAE,Sup😍,5.0,0.4588,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURvZ1l6X3VRRRAB,Worst,1.0,-0.6249,Negative,1,1.0,1
ChZDSUhNMG9nS0VJQ0FnSUNvcmNfS0hnEAE,PES UNIVERSITY,5.0,0.0,Neutral,2,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUNvanJiMGlRRRAB,👍🏻👍🏻,5.0,0.0,Neutral,2,3.5,4
ChdDSUhNMG9nS0VJQ0FnSURJN09QRjVRRRAB,i love PES University,5.0,0.6369,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNJdGFuT05BEAE,Good,5.0,0.4404,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUN3NkotcmFnEAE,PES University,4.0,0.0,Neutral,2,3.0,3
ChdDSUhNMG9nS0VJQ0FnSURBazRHamxRRRAB,Good,5.0,0.4404,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNRNzdiMmlBRRAB,I study there  !,5.0,0.0,Neutral,2,3.5,4
ChdDSUhNMG9nS0VJQ0FnSURnXy1DdWt3RRAB,Good one,5.0,0.4404,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURRdGJTbWlBRRAB,The best,5.0,0.6369,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURBOGNXRUh3EAE,Good,4.0,0.4404,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNRcWZfY1ZBEAE,Good place,5.0,0.4404,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURRc3JLZHh3RRAB,I love this,4.0,0.6369,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURnenNDVkpBEAE,Very gud college,5.0,0.0,Neutral,2,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUNBaUx6T3NnRRAB,It's the place every morning I wake up to go to!,5.0,0.0,Neutral,2,3.5,4
ChZDSUhNMG9nS0VJQ0FnSURRaDV6RVZ3EAE,PES university,1.0,0.0,Neutral,2,1.5,1
ChdDSUhNMG9nS0VJQ0FnSUN3M2JYcXhnRRAB,Faculty are good,4.0,0.4404,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSURBNDhpVDJBRRAB,Good place for studying,5.0,0.4404,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURRNmJQNnRnRRAB,Good to prefer this college,4.0,0.4404,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUNBcHZ1RXpRRRAB,Gooood ground,5.0,0.0,Neutral,2,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUNndzZPa2lBRRAB,Good,4.0,0.4404,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUN3dHVIVUtBEAE,Nice,5.0,0.4215,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUN3Z1phRXNRRRAB,Nice.,4.0,0.4215,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUN3d3ZmNDF3RRAB,Good college and faculty,4.0,0.4404,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUNRclpqcTJ3RRAB,I love this place I'm glad I'm part of this university ,4.0,0.802,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURRLUwtSDdRRRAB,Prestigious institute!,4.0,0.0,Neutral,2,3.0,3
ChZDSUhNMG9nS0VJQ0FnSUN3d2JuUll3EAE,First receive the cals then ofter ask for stars,1.0,0.0,Neutral,2,1.5,1
ChZDSUhNMG9nS0VJQ0FnSUNnbktuWklnEAE,Amazing place,5.0,0.5859,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNBd1pEalF3EAE,both campus and college is good,4.0,0.4404,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSURRdkpyb1p3EAE,Good hostel facilities,5.0,0.4404,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURBMEwzN0JnEAE,The College is awesome ..,5.0,0.6249,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURnODYzRTlRRRAB,Good coaching,5.0,0.4404,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNRbE1QZXhnRRAB,Great institution 😀😁🤘🙏,5.0,0.8625,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNRbFBpQ2F3EAE,Awesome! ,5.0,0.6588,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURnNWNIOG5BRRAB,One of the best and memorable experience in my life is studying in PESIT,5.0,0.6369,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURBbG9XUkF3EAE,Good,5.0,0.4404,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURnajlmTzhRRRAB,Best college ever,4.0,0.6369,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNBdF8zVUd3EAE,Good rated engineering college ,5.0,0.4404,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURBeGR5Zk1BEAE,Okay ,5.0,0.2263,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURnOXJPeGpBRRAB,"Nice place, embedded in nature. ",4.0,0.4215,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUN3Z3RuUXN3RRAB,one of the top universities in banglore,5.0,0.2023,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURBblBtRFJnEAE,Superb university,5.0,0.6249,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNBNkllckdBEAE,Great infrastructure,4.0,0.6249,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURRa3FmcEdnEAE,Very good student life!!,5.0,0.5827,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNBcGVuT2pRRRAB,Most thrusted university in india,5.0,0.0,Neutral,2,3.5,4
ChdDSUhNMG9nS0VJQ0FnSURBMEl2YXlnRRAB,🙏🙏🙏 nice clg,5.0,0.4215,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURRX3MzYVZnEAE,I loved the atmosphere here.,5.0,0.5994,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNBM0xqN1NBEAE,Good environment for studies ,5.0,0.4404,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNRejctNmZBEAE,Completely cool expirence !! ,5.0,0.49,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNndXVMaE5BEAE,"great infrastructure, ",5.0,0.6249,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNnbTRmQVBREAE,Awesome,5.0,0.6249,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUN3LTY2eXFRRRAB,Good infrastructure,5.0,0.4404,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNReHRqZmJREAE,Awesome College,5.0,0.6249,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURnckp2QTZRRRAB,One of the best autonomous university in Bengaluru,4.0,0.6369,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURRN1BtQWFREAE,Good infrastructure,3.0,0.4404,Positive,3,3.0,3
ChdDSUhNMG9nS0VJQ0FnSURRb2RqYV93RRAB,Good,5.0,0.4404,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNBenFhVTFRRRAB,Buy one day ,5.0,0.0,Neutral,2,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNBdmZtX1lREAE,Good college with good placements,5.0,0.7003,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNnNl9femRREAE,Good infrastructure  Moderate faculties,4.0,0.4404,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSURnbjRELTlRRRAB,Best College for engineering,5.0,0.6369,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNBMWZmLVN3EAE,Awesome college,5.0,0.6249,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURnMi11T3FRRRAB,Innovation at its best,4.0,0.7783,Positive,4,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURBX3N5SWpRRRAB,Good college ,4.0,0.4404,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSURnOXZpWU5nEAE,Good college,4.0,0.4404,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUNnenRpTG53RRAB,Good ,4.0,0.4404,Positive,3,3.5,4
ChdDSUhNMG9nS0VJQ0FnSURBNWNuSDJRRRAB,But WiFi is slow 😟 ,5.0,-0.4215,Negative,2,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNnc09PWktBEAE,Nice,5.0,0.4215,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNncWJESWpRRRAB,I love it,5.0,0.6369,Positive,4,4.5,5
